Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
HELGA - 03D/03D,helga,ISX5,2021-01-18 19:30:00,2021-01-22 18:15:00,SCT1,Starboard,"Dublin, Ireland",03D/03D,5685.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 04D/04D,helga,ISX5,2021-01-25 19:30:00,2021-02-05 01:36:00,SCT1,Starboard,"Dublin, Ireland",04D/04D,14766.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,11.0
HELGA - 05D/05D,helga,ISX5,2021-02-01 19:30:00,2021-02-18 22:35:00,SCT1,Starboard,"Dublin, Ireland",05D/05D,24665.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0
HELGA - 06D/06D,helga,ISX5,2021-02-09 19:30:00,2021-03-03 18:05:00,SCT1,Starboard,"Dublin, Ireland",06D/06D,31595.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,16.0
HELGA - 07D/07D,helga,ISX5,2021-02-26 19:30:00,2021-03-15 05:00:00,SCT1,Starboard,"Dublin, Ireland",07D/07D,23610.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 08D/08D,helga,ISX5,2021-03-16 19:30:00,2021-03-22 07:30:00,SCT1,Starboard,"Dublin, Ireland",08D/08D,7920.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 09D/09D,helga,ISX5,2021-03-25 07:30:00,2021-03-29 21:10:00,SCT1,Starboard,"Dublin, Ireland",09D/09D,6580.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0
HELGA - 10D/10D,helga,ISX5,2021-04-05 19:30:00,2021-04-07 01:36:00,SCT1,Starboard,"Dublin, Ireland",10D/10D,1806.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,17.0
HELGA - 11D/11D,helga,ISX3A,2021-04-11 19:30:00,2021-04-12 18:54:00,SCT1,Starboard,"Belfast, United Kingdom",11D/11D,1404.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 12A/12A,helga,ISX3,2021-04-21 19:30:00,2021-04-22 14:50:00,SCT1,Starboard,"Rotterdam, Netherlands",12A/12A,1160.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 21A/21A,helga,ISX3,2021-05-15 07:30:00,2021-05-25 01:18:00,SCT1,Starboard,"Rotterdam, Netherlands",21A/21A,14028.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,5.0
HELGA - 21B/21B,helga,ISX3B,2020-07-10 07:30:00,2020-07-10 13:41:00,SCT3,Starboard,"Liverpool, United Kingdom",21B/21B,371.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,6.0
HELGA - 22B/22B,helga,ISX3B,2020-07-18 07:30:00,2020-07-20 14:45:00,SCT4,Starboard,"Liverpool, United Kingdom",22B/22B,3315.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,8.0
HELGA - 23B/23B,helga,ISX3B,2020-07-23 19:30:00,2020-07-30 12:40:00,SCT4,Starboard,"Liverpool, United Kingdom",23B/23B,9670.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,9.0
HELGA - 24B/24B,helga,ISX3B,2020-07-29 07:30:00,2020-08-09 05:45:00,SCT4,Starboard,"Liverpool, United Kingdom",24B/24B,15735.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 25B/25B,helga,ISX3B,2020-08-08 07:30:00,2020-08-18 13:53:00,SCT4,Starboard,"Liverpool, United Kingdom",25B/25B,14783.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 26B/26B,helga,ISX3B,2020-08-14 07:30:00,2020-08-28 06:45:00,SCT4,Starboard,"Liverpool, United Kingdom",26B/26B,20115.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0
HELGA - 27B/27B,helga,ISX3B,2020-08-25 07:30:00,2020-09-05 07:00:00,SCT4,Starboard,"Liverpool, United Kingdom",27B/27B,15810.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0
HELGA - 28B/28B,helga,ISX3B,2020-08-29 07:30:00,2020-09-14 05:30:00,SCT4,Starboard,"Liverpool, United Kingdom",28B/28B,22920.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 29A/29A,helga,ISX3,2021-06-08 19:30:00,2021-06-10 11:10:00,SCT1,Starboard,"Rotterdam, Netherlands",29A/29A,2380.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0
HELGA - 33A/33A,helga,ISX3,2021-06-21 19:30:00,2021-06-23 08:20:00,SCT1,Starboard,"Rotterdam, Netherlands",33A/33A,2210.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 36A/36A,helga,ISX3,2021-06-27 19:30:00,2021-07-01 05:20:00,SCT1,Starboard,"Rotterdam, Netherlands",36A/36A,4910.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,18.0
HELGA - 40A/40A,helga,ISX3,2021-07-08 19:30:00,2021-07-15 06:15:00,SCT1,Portside,"Rotterdam, Netherlands",40A/40A,9285.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 40D/40D,helga,ISX5,2020-09-23 07:31:00,2020-09-23 12:47:00,SCT4,Starboard,"Dublin, Ireland",40D/40D,316.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,3.0
HELGA - 41D/41D,helga,ISX5,2020-09-28 19:31:00,2020-10-01 23:55:00,SCT4,Starboard,"Dublin, Ireland",41D/41D,4584.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,9.0
HELGA - 42D/42D,helga,ISX5,2020-10-08 07:31:00,2020-10-13 18:45:00,SCT4,Starboard,"Dublin, Ireland",42D/42D,7874.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,3.0
HELGA - 43D/43D,helga,ISX5,2020-10-07 19:31:00,2020-10-20 07:40:00,SCT4,Starboard,"Dublin, Ireland",43D/43D,18009.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0
HELGA - 44D/44D,helga,ISX5,2020-10-22 19:30:00,2020-10-28 03:38:00,SCT4,Starboard,"Dublin, Ireland",44D/44D,7688.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0
HELGA - 45A/45A,helga,ISX3,2021-07-29 07:30:00,2021-07-28 02:50:00,SCT4,Starboard,"Rotterdam, Netherlands",45A/45A,-1720.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 45D/45D,helga,ISX5,2020-11-03 07:30:00,2020-11-04 23:50:00,SCT4,Starboard,"Dublin, Ireland",45D/45D,2420.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 46D/46D,helga,ISX5,2020-11-11 07:30:00,2020-11-11 02:25:00,SCT4,Starboard,"Dublin, Ireland",46D/46D,-305.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 47D/47D,helga,ISX5,2020-11-16 19:30:00,2020-11-18 17:00:00,SCT4,Starboard,"Dublin, Ireland",47D/47D,2730.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0
HELGA - 48D/48D,helga,ISX5,2020-11-24 07:30:00,2020-11-24 22:35:00,SCT4,Starboard,"Dublin, Ireland",48D/48D,905.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0
HELGA - 49A/49A,helga,ISX3,2021-08-04 19:30:00,2021-08-05 17:00:00,SCT4,Starboard,"Rotterdam, Netherlands",49A/49A,1290.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,16.0
HELGA - 49D/49D,helga,ISX5,2020-11-30 07:30:00,2020-12-05 18:30:00,SCT1,Starboard,"Dublin, Ireland",49D/49D,7860.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0
HELGA - 50D/50D,helga,ISX5,2020-12-07 19:00:00,2020-12-13 23:22:00,SCT1,Starboard,"Dublin, Ireland",50D/50D,8902.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,8.0
HELGA - 51D/51D,helga,ISX5,2020-12-14 19:00:00,2020-12-22 19:10:00,SCT1,Starboard,"Dublin, Ireland",51D/51D,11530.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0
HELGA - 52A/52A,helga,ISX3,2021-08-18 07:30:00,2021-08-18 01:00:00,SCT4,Starboard,"Rotterdam, Netherlands",52A/52A,-390.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0
HELGA - 52D/52D,helga,ISX5,2020-12-28 07:00:00,2020-12-27 12:30:00,SCT1,Starboard,"Dublin, Ireland",52D/52D,-1110.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0
HELGA - 54A/54A,helga,ISX3,2021-08-24 14:00:00,2021-08-25 00:42:00,SCT4,Starboard,"Rotterdam, Netherlands",54A/54A,642.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0
HELGA - X37/X37,helga,ISX5,2020-09-25 09:00:00,2020-09-25 08:14:00,SCT3,Starboard,"Dublin, Ireland",X37/X37,-46.0,822,"8,622","7,519",Netherlands,2003.0,5.0,J. J. Sietas,Holwerda Shipmgmt,0,0,0,0.0
HELMUT - 18A/18A,helmut,ISX3,2021-05-04 19:30:00,2021-05-05 11:00:00,SCT1,Starboard,"Rotterdam, Netherlands",18A/18A,930.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,15.0
HELMUT - 20A/20A,helmut,ISX3,2021-05-09 19:30:00,2021-05-11 00:15:00,SCT1,Starboard,"Rotterdam, Netherlands",20A/20A,1725.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,15.0
HELMUT - 22A/22A,helmut,ISX3,2021-05-19 19:30:00,2021-05-26 00:40:00,SCT1,Starboard,"Rotterdam, Netherlands",22A/22A,8950.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,10.0
HELMUT - 27A/27A,helmut,ISX3,2021-06-05 07:30:00,2021-06-08 06:00:00,SCT1,Starboard,"Rotterdam, Netherlands",27A/27A,4230.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,11.0
HELMUT - 30A/30A,helmut,ISX3,2021-06-11 19:30:00,2021-06-14 07:10:00,SCT1,Starboard,"Rotterdam, Netherlands",30A/30A,3580.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,13.0
HELMUT - 34A/34A,helmut,ISX3,2021-06-23 19:30:00,2021-07-01 21:45:00,SCT1,Starboard,"Rotterdam, Netherlands",34A/34A,11655.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,14.0
HELMUT - 39A/39A,helmut,ISX3,2021-07-10 07:30:00,2021-07-18 14:07:00,SCT1,Portside,"Rotterdam, Netherlands",39A/39A,11917.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,10.0
HELMUT - 42A/42A,helmut,ISX3,2021-07-13 07:30:00,2021-07-29 00:30:00,SCT1,Starboard,"Rotterdam, Netherlands",42A/42A,22620.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,13.0
HELMUT - 46A/46A,helmut,ISX3,2021-08-05 19:30:00,2021-08-11 19:30:00,SCT4,Starboard,"Rotterdam, Netherlands",46A/46A,8640.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,17.0
HELMUT - 51A/51A,helmut,ISX3,2021-08-11 07:30:00,2021-08-19 21:40:00,SCT4,Starboard,"Rotterdam, Netherlands",51A/51A,12370.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,12.0
HELMUT - 56A/56A,helmut,ISX3,2021-08-29 07:30:00,2021-09-05 01:46:00,SCT3,Starboard,"Rotterdam, Netherlands",56A/56A,9736.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,14.0
HELMUT - 61A/61A,helmut,ISX3,2021-09-11 07:30:00,2021-09-20 07:30:00,SCT4,Starboard,"Rotterdam, Netherlands",61A/61A,12960.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,12.0
HELMUT - 65A/65A,helmut,ISX3,2021-09-21 19:30:00,2021-09-26 07:00:00,SCT4,Starboard,"Rotterdam, Netherlands",65A/65A,6450.0,868,"11,272","9,981",Madeira,2006.0,11.0,J. J. Sietas,Jens & Waller KG,0,0,0,12.0
HMM COPENHAGEN - C03/D03,hmm copenhagen,FE2,2021-01-28 19:30:00,2021-02-08 07:27:00,SCT5,Starboard,"Hamburg, Germany",C03/D03,15117.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,14.0
HMM COPENHAGEN - C17/D17,hmm copenhagen,FE2,2021-05-27 19:30:00,2021-05-31 23:10:00,SCT5,Starboard,"Hamburg, Germany",C17/D17,5980.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,13.0
HMM COPENHAGEN - C22/D22,hmm copenhagen,FE2,2020-07-09 19:00:00,2020-07-08 22:20:00,SCT5,Starboard,"Hamburg, Germany",C22/D22,-1240.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,6.0
HMM COPENHAGEN - C36/D36,hmm copenhagen,FE2,2020-10-22 19:31:00,2020-10-23 02:35:00,SCT5,Starboard,"Hamburg, Germany",C36/D36,424.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,13.0
HMM DUBLIN - C05/D05,hmm dublin,FE2,2021-02-09 19:00:00,2021-02-27 15:00:00,SCT5,Starboard,"Hamburg, Germany",C05/D05,25680.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,16.0
HMM DUBLIN - C24/D24,hmm dublin,FE2,2020-07-23 19:00:00,2020-07-22 14:47:00,SCT5,Starboard,"Hamburg, Germany",C24/D24,-1693.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,9.0
HMM DUBLIN - C38/D38,hmm dublin,FE2,2020-11-05 19:30:00,2020-11-07 12:39:00,SCT5,Starboard,"Hamburg, Germany",C38/D38,2469.0,"23,964","232,606","228,283",Panama,2020.0,5.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,17.0
HMM GAON - C28/D28,hmm gaon,FE2,2021-08-28 19:30:00,2021-08-28 06:25:00,SCT5,Starboard,"Hamburg, Germany",C28/D28,-785.0,"16,010","160,927","152,003",Liberia,2021.0,3.0,Hyundai HI (Ulsan),HMM,0,Fitted,Eco – Electronic Engine Modern,14.0
HMM GAON - E11/F11,hmm gaon,FE4,2021-05-20 23:59:00,2021-06-10 02:00:00,SCT5,Starboard,"Hamburg, Germany",E11/F11,28921.0,"16,010","160,927","152,003",Liberia,2021.0,3.0,Hyundai HI (Ulsan),HMM,0,Fitted,Eco – Electronic Engine Modern,16.0
HMM HELSINKI - C14/D14,hmm helsinki,FE2,2021-04-30 07:30:00,2021-05-06 04:17:00,SCT5,Starboard,"Hamburg, Germany",C14/D14,8447.0,"23,964","232,606","228,283",Panama,2020.0,7.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,15.0
HMM HELSINKI - C32/D32,hmm helsinki,FE2,2020-09-17 19:30:00,2020-09-19 01:20:00,SCT5,Starboard,"Hamburg, Germany",C32/D32,1790.0,"23,964","232,606","228,283",Panama,2020.0,7.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,13.0
HMM HELSINKI - C45/D45,hmm helsinki,FE2,2020-12-29 19:35:00,2021-01-10 15:23:00,SCT5,Starboard,"Hamburg, Germany",C45/D45,17028.0,"23,964","232,606","228,283",Panama,2020.0,7.0,Daewoo (DSME),HMM,0,Fitted,Eco – Electronic Engine Modern,15.0
HMM MIR - E27/F27,hmm mir,FE3,2021-07-04 11:59:00,2021-08-17 23:05:00,SCT5,Starboard,"Hong Kong, Hong Kong",E27/F27,64026.0,"16,010","160,927","152,003",Liberia,2021.0,5.0,Hyundai HI (Ulsan),HMM,0,Fitted,Eco – Electronic Engine Modern,14.0
HMM NURI - E10/F10,hmm nuri,FE4,2021-05-20 12:00:00,2021-05-23 23:30:00,SCT5,Starboard,"Hamburg, Germany",E10/F10,5010.0,"16,010","160,927","152,003",Liberia,2021.0,3.0,Hyundai HI (Ulsan),HMM,0,Fitted,Eco – Electronic Engine Modern,16.0
HMM OSLO - C01/D01,hmm oslo,FE2,2021-01-07 19:30:00,2021-01-17 21:30:00,SCT5,Starboard,"Hamburg, Germany",C01/D01,14520.0,"23,792","229,039","232,311",Panama,2020.0,5.0,Samsung HI,HMM,0,Fitted,Eco – Electronic Engine Modern,14.0
HMM OSLO - C15/D15,hmm oslo,FE2,2021-05-10 11:59:00,2021-05-13 20:20:00,SCT5,Starboard,"Hamburg, Germany",C15/D15,4821.0,"23,792","229,039","232,311",Panama,2020.0,5.0,Samsung HI,HMM,0,Fitted,Eco – Electronic Engine Modern,15.0
HMM OSLO - C34/D34,hmm oslo,FE2,2020-10-01 19:30:00,2020-10-03 08:00:00,SCT5,Starboard,"Hamburg, Germany",C34/D34,2190.0,"23,792","229,039","232,311",Panama,2020.0,5.0,Samsung HI,HMM,0,Fitted,Eco – Electronic Engine Modern,12.0
HONG KONG EXPRESS - E32/F32,hong kong express,FE3,2021-09-03 11:59:00,2021-09-15 23:30:00,SCT5,Starboard,"Hong Kong, Hong Kong",E32/F32,17971.0,"13,169","142,018","142,295",Germany,2013.0,2.0,Hyundai HI (Ulsan),Hapag-Lloyd,0,Fitted,Eco – Electronic Engine,14.0
HYUNDAI HONGKONG - E22/F22,hyundai hongkong,FE4,2020-09-26 19:30:00,2020-09-29 16:51:00,SCT2,Starboard,"Hamburg, Germany",E22/F22,4161.0,"6,763","80,102","74,651",Cyprus,2006.0,7.0,Hyundai HI (Ulsan),Navios Holdings,0,0,0,12.0
HYUNDAI PRESTIGE - X06/X06,hyundai prestige,ADHOC,2021-03-20 11:59:00,2021-03-20 12:20:00,SCT2,Starboard,"OPTIONAL,",X06/X06,21.0,"5,023","62,335","52,400",Liberia,2013.0,2.0,Hyundai HI (Gunsan),Capital Maritime,0,Fitted,Eco – Electronic Engine,0.0
HYUNDAI TACOMA - E05/F05,hyundai tacoma,FE4,2021-03-20 07:30:00,2021-03-27 20:20:00,SCT2,Starboard,"Hamburg, Germany",E05/F05,10850.0,"6,350","72,982","71,786",Marshall Islands,2009.0,2.0,Koyo Dock,HMM,0,Fitted,0,15.0
HYUNDAI TACOMA - E17/F17,hyundai tacoma,FE4,2020-08-29 19:30:00,2020-08-29 16:15:00,SCT2,Starboard,"Yantian, China",E17/F17,-195.0,"6,350","72,982","71,786",Marshall Islands,2009.0,2.0,Koyo Dock,HMM,0,Fitted,0,15.0
HYUNDAI TACOMA - E27/F27,hyundai tacoma,FE4,2020-11-24 19:30:00,2020-11-27 18:50:00,SCT2,Starboard,"Hamburg, Germany",E27/F27,4280.0,"6,350","72,982","71,786",Marshall Islands,2009.0,2.0,Koyo Dock,HMM,0,Fitted,0,15.0
INDEPENDENT HORIZON - Y02/Z02,independent horizon,ICL,2021-01-14 19:00:00,2021-01-15 11:36:00,SCT3,Portside,"Antwerpen, Belgium",Y02/Z02,996.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,16.0
INDEPENDENT HORIZON - Y06/Z06,independent horizon,ICL,2021-02-11 19:30:00,2021-02-11 17:22:00,SCT3,Portside,"Antwerpen, Belgium",Y06/Z06,-128.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,13.0
INDEPENDENT HORIZON - Y10/Z10,independent horizon,ICL,2021-03-11 19:30:00,2021-03-12 20:40:00,SCT2,Portside,"Antwerpen, Belgium",Y10/Z10,1510.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,15.0
INDEPENDENT HORIZON - Y14/Z14,independent horizon,ICL,2021-04-08 19:30:00,2021-04-08 23:35:00,SCT3,Portside,"Antwerpen, Belgium",Y14/Z14,245.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,15.0
INDEPENDENT HORIZON - Y18/Z18,independent horizon,ICL,2021-05-06 19:30:00,2021-05-06 20:49:00,SCT3,Portside,"Antwerpen, Belgium",Y18/Z18,79.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,12.0
INDEPENDENT HORIZON - Y22/Z22,independent horizon,ICL,2021-06-03 19:30:00,2021-06-03 18:23:00,SCT3,Portside,"Antwerpen, Belgium",Y22/Z22,-67.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,15.0
INDEPENDENT HORIZON - Y26/Z26,independent horizon,ICL,2021-07-01 19:30:00,2021-07-01 19:30:00,SCT3,Portside,"Antwerpen, Belgium",Y26/Z26,0.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,17.0
INDEPENDENT HORIZON - Y28/Z28,independent horizon,ICL,2020-07-16 19:00:00,2020-07-16 16:45:00,SCT1,Portside,"Antwerpen, Belgium",Y28/Z28,-135.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,7.0
INDEPENDENT HORIZON - Y32/Z32,independent horizon,ICL,2020-08-13 19:30:00,2020-08-13 17:02:00,SCT1,Portside,"Antwerpen, Belgium",Y32/Z32,-148.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,15.0
INDEPENDENT HORIZON - Y34/Z34,independent horizon,ICL,2021-08-26 19:30:00,2021-08-26 19:35:00,SCT3,Portside,"Antwerpen, Belgium",Y34/Z34,5.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,12.0
INDEPENDENT HORIZON - Y36/Z36,independent horizon,ICL,2020-09-10 19:00:00,2020-09-10 20:04:00,SCT1,Portside,"Antwerpen, Belgium",Y36/Z36,64.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,17.0
INDEPENDENT HORIZON - Y38/Z38,independent horizon,ICL,2021-09-23 19:30:00,2021-09-23 20:05:00,SCT3,Portside,"Antwerpen, Belgium",Y38/Z38,35.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,14.0
INDEPENDENT HORIZON - Y40/Z40,independent horizon,ICL,2020-10-08 19:00:00,2020-10-09 12:10:00,SCT1,Portside,"Antwerpen, Belgium",Y40/Z40,1030.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,14.0
INDEPENDENT HORIZON - Y44/Z44,independent horizon,ICL,2020-11-05 19:00:00,2020-11-05 22:20:00,SCT1,Portside,"Antwerpen, Belgium",Y44/Z44,200.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,17.0
INDEPENDENT HORIZON - Y48/Z48,independent horizon,ICL,2020-12-03 19:00:00,2020-12-04 22:09:00,SCT3,Portside,"Antwerpen, Belgium",Y48/Z48,1629.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,19.0
INDEPENDENT HORIZON - Y52/Z52,independent horizon,ICL,2020-12-31 07:00:00,2020-12-30 15:06:00,SCT3,Portside,"Antwerpen, Belgium",Y52/Z52,-954.0,"3,108","41,850","35,881",Liberia,2008.0,2.0,Szczecin Shipyard,Peter Dohle,0,0,0,11.0
INDEPENDENT PURSUIT - Y03/Z03,independent pursuit,ICL,2021-01-21 19:00:00,2021-01-22 04:05:00,SCT3,Starboard,"Antwerpen, Belgium",Y03/Z03,545.0,"2,546","34,236","25,320",Germany,2007.0,6.0,Jiangsu Yangzijiang,V. Group,0,0,Eco – Electronic Engine,12.0
INDEPENDENT PURSUIT - Y07/Z07,independent pursuit,ICL,2021-02-18 19:30:00,2021-02-19 20:50:00,SCT3,Starboard,"Antwerpen, Belgium",Y07/Z07,1520.0,"2,546","34,236","25,320",Germany,2007.0,6.0,Jiangsu Yangzijiang,V. Group,0,0,Eco – Electronic Engine,14.0
INDEPENDENT PURSUIT - Y11/Z11,independent pursuit,ICL,2021-03-18 19:30:00,2021-03-19 12:00:00,SCT3,Portside,"Antwerpen, Belgium",Y11/Z11,990.0,"2,546","34,236","25,320",Germany,2007.0,6.0,Jiangsu Yangzijiang,V. Group,0,0,Eco – Electronic Engine,14.0
