Ship_ID,Vessel Name,Service,Phase,ETA,ATA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Delay
ONE EAGLE - G26/H26,ONE EAGLE,FP2,ARRIVED,2020-08-04 19:00:00,2020-08-08 16:10:00,SCT2,Starboard,2020-08-06 19:00:00,"Jeddah, Saudi Arabia",G26/H26,2020-07-20 00:00:00,2843,5590.0
ONE EAGLE - G45/H45,ONE EAGLE,FP2,ARRIVED,2020-12-21 07:30:00,2021-01-04 05:30:00,SCT2,Starboard,2020-12-24 07:30:00,"Jeddah, Saudi Arabia",G45/H45,2020-11-15 00:00:00,2375,20040.0
ONE FALCON - G14/H14,ONE FALCON,FP2,ARRIVED,2021-06-14 19:30:00,2021-06-16 04:15:00,SCT5,Starboard,2021-06-17 19:30:00,"Jeddah, Saudi Arabia",G14/H14,2021-05-30 00:00:00,4400,1965.0
ONE FALCON - G43/H43,ONE FALCON,FP2,ARRIVED,2020-12-11 07:30:00,2020-12-18 04:50:00,SCT2,Starboard,2020-12-13 07:30:00,"Jeddah, Saudi Arabia",G43/H43,2020-11-15 00:00:00,2354,9920.0
ONE GRUS - G15/H15,ONE GRUS,FP2,ARRIVED,2021-06-23 07:30:00,2021-06-24 01:05:00,SCT5,Starboard,2021-06-25 19:30:00,"Jeddah, Saudi Arabia",G15/H15,2021-06-10 00:00:00,1146,1055.0
ONE GRUS - G25/H25,ONE GRUS,FP2,ARRIVED,2020-07-28 07:30:00,2020-07-31 10:25:00,SCT2,Starboard,2020-07-29 19:30:00,"Jeddah, Saudi Arabia",G25/H25,2020-07-15 00:00:00,1970,4495.0
ONE GRUS - G44/H44,ONE GRUS,FP2,ARRIVED,2020-12-14 07:30:00,2020-12-27 23:50:00,SCT2,Starboard,2020-12-16 07:30:00,"Jeddah, Saudi Arabia",G44/H44,2020-11-15 00:00:00,2355,19700.0
ONE IBIS - G02/H02,ONE IBIS,FP2,ARRIVED,2021-02-03 23:59:00,2021-02-10 11:30:00,SCT2,Starboard,2021-02-05 16:00:00,"Jeddah, Saudi Arabia",G02/H02,2021-01-20 00:00:00,2482,9331.0
ONE IBIS - G32/H32,ONE IBIS,FP2,ARRIVED,2020-09-14 07:00:00,2020-09-14 12:35:00,SCT2,Starboard,2020-09-15 19:00:00,"Jeddah, Saudi Arabia",G32/H32,2020-08-30 00:00:00,4575,335.0
ONE MACKINAC - E30/F30,ONE MACKINAC,FE4,ARRIVED,2020-12-05 19:30:00,2020-12-21 05:10:00,SCT2,Starboard,2020-12-07 19:30:00,"Hamburg, Germany",E30/F30,2020-11-15 00:00:00,2383,22180.0
ONE MANHATTAN - G07/H07,ONE MANHATTAN,FP2,ARRIVED,2021-03-19 19:30:00,2021-03-22 20:00:00,SCT5,Starboard,2021-03-22 07:30:00,"Jeddah, Saudi Arabia",G07/H07,2021-03-05 00:00:00,183,4350.0
ONE MILLAU - E01/F01,ONE MILLAU,FE4,ARRIVED,2021-01-10 12:00:00,2021-02-04 05:24:00,SCT2,Starboard,2021-01-11 15:00:00,"Hamburg, Germany",E01/F01,2020-12-25 00:00:00,4145,35604.0
ONE STORK - G04/H04,ONE STORK,FP2,ARRIVED,2021-02-09 19:30:00,2021-02-22 19:35:00,SCT2,Starboard,2021-02-11 04:00:00,"Jeddah, Saudi Arabia",G04/H04,2021-01-25 00:00:00,3347,18725.0
ONE STORK - G12/H12,ONE STORK,FP2,ARRIVED,2021-05-23 23:59:00,2021-05-28 00:30:00,SCT5,Starboard,2021-05-26 19:30:00,"Jeddah, Saudi Arabia",G12/H12,2021-05-10 00:00:00,1105,5791.0
ONE STORK - G33/H33,ONE STORK,FP2,ARRIVED,2020-09-22 07:01:00,2020-09-22 17:10:00,SCT2,Starboard,2020-09-23 19:01:00,"Jeddah, Saudi Arabia",G33/H33,2020-09-10 00:00:00,1392,609.0
ONE SWAN - G09/H09,ONE SWAN,FP2,ARRIVED,2021-04-14 23:59:00,2021-04-23 11:50:00,SCT5,Starboard,2021-04-17 11:59:00,"Jeddah, Saudi Arabia",G09/H09,2021-03-31 00:00:00,4990,12231.0
ONE WREN - E08/F08,ONE WREN,FE4,ARRIVED,2021-04-19 07:30:00,2021-05-01 03:30:00,SCT5,Starboard,2021-04-22 04:00:00,"Hamburg, Germany",E08/F08,2021-04-05 00:00:00,230,17040.0
OOCL ASIA - J31/J31,OOCL ASIA,EPIC,ARRIVED,2021-09-21 13:00:00,2021-09-21 13:00:00,SCT3,Starboard,2021-09-22 07:30:00,"Bremerhaven, Germany",J31/J31,2021-09-10 00:00:00,1468,0.0
OOCL ASIA - T28/U28,OOCL ASIA,ATA,ARRIVED,2020-07-25 07:30:00,2020-07-25 05:45:00,SCT2,Starboard,2020-07-25 23:00:00,"Antwerpen, Belgium",T28/U28,2020-07-15 00:00:00,1965,-105.0
OOCL ASIA - T33/U33,OOCL ASIA,ATA,ARRIVED,2020-08-29 07:30:00,2020-08-29 09:00:00,SCT3,Starboard,2020-08-29 23:00:00,"Antwerpen, Belgium",T33/U33,2020-08-15 00:00:00,2109,90.0
OOCL ATLANTA - T02/U02,OOCL ATLANTA,ATA,ARRIVED,2021-01-28 19:30:00,2021-01-31 04:10:00,SCT3,Starboard,2021-01-28 23:00:00,"Antwerpen, Belgium",T02/U02,2021-01-15 00:00:00,1646,3400.0
OOCL ATLANTA - T07/U07,OOCL ATLANTA,ATA,ARRIVED,2021-03-06 07:30:00,2021-03-13 17:30:00,SCT3,Starboard,2021-03-06 23:00:00,"Antwerpen, Belgium",T07/U07,2021-02-20 00:00:00,2533,10680.0
OOCL ATLANTA - T16/U16,OOCL ATLANTA,ATA,ARRIVED,2021-05-23 19:30:00,2021-05-28 12:05:00,SCT3,Starboard,2021-05-24 07:30:00,"Antwerpen, Belgium",T16/U16,2021-05-10 00:00:00,1106,6755.0
OOCL ATLANTA - T38/U38,OOCL ATLANTA,ATA,ARRIVED,2020-10-03 07:30:00,2020-10-04 07:30:00,SCT2,Starboard,2020-10-03 23:00:00,"Antwerpen, Belgium",T38/U38,2020-09-20 00:00:00,3049,1440.0
OOCL ATLANTA - T43/U43,OOCL ATLANTA,ATA,ARRIVED,2020-11-07 07:30:00,2020-11-13 15:09:00,SCT2,Starboard,2020-11-07 23:00:00,"Antwerpen, Belgium",T43/U43,2020-10-25 00:00:00,4060,9099.0
OOCL BELGIUM - X38/X38,OOCL BELGIUM,ADHOC,ARRIVED,2020-09-30 19:30:00,2020-10-01 03:11:00,SCT3,Starboard,2020-10-01 19:30:00,"Port Kelang, Malaysia",X38/X38,2020-09-25 00:00:00,3898,461.0
OOCL MONTREAL - V04/W04,OOCL MONTREAL,GEX2,ARRIVED,2021-02-02 07:30:00,2021-02-01 23:58:00,SCT3,Starboard,2021-02-02 19:30:00,"Antwerpen, Belgium",V04/W04,2021-01-20 00:00:00,2486,-452.0
OOCL MONTREAL - V08/W08,OOCL MONTREAL,GEX2,ARRIVED,2021-03-02 07:30:00,2021-03-03 13:20:00,SCT3,Starboard,2021-03-02 19:30:00,"Antwerpen, Belgium",V08/W08,2021-02-20 00:00:00,2552,1790.0
OOCL MONTREAL - V12/W12,OOCL MONTREAL,GEX2,ARRIVED,2021-03-30 07:30:00,2021-03-30 06:45:00,SCT2,Starboard,2021-03-30 19:30:00,"Antwerpen, Belgium",V12/W12,2021-03-15 00:00:00,1741,-45.0
OOCL MONTREAL - V16/W16,OOCL MONTREAL,GEX2,ARRIVED,2021-04-27 07:30:00,2021-04-27 17:30:00,SCT2,Starboard,2021-04-27 19:30:00,"Antwerpen, Belgium",V16/W16,2021-04-15 00:00:00,1777,600.0
OOCL MONTREAL - V20/W20,OOCL MONTREAL,GEX2,ARRIVED,2021-05-25 07:30:00,2021-05-25 09:48:00,SCT3,Starboard,2021-05-25 19:30:00,"Antwerpen, Belgium",V20/W20,2021-05-10 00:00:00,1101,138.0
OOCL MONTREAL - V26/W26,OOCL MONTREAL,GEX2,ARRIVED,2020-07-14 07:00:00,2020-07-14 03:21:00,SCT2,Starboard,2020-07-14 19:00:00,"Antwerpen, Belgium",V26/W26,2020-07-04 00:00:00,16,-219.0
OOCL MONTREAL - V29/W29,OOCL MONTREAL,GEX2,ARRIVED,2021-07-27 07:30:00,2021-07-27 05:58:00,SCT3,Starboard,2021-07-27 19:30:00,"Antwerpen, Belgium",V29/W29,2021-07-15 00:00:00,2013,-92.0
OOCL MONTREAL - V30/W30,OOCL MONTREAL,GEX2,ARRIVED,2020-08-11 07:00:00,2020-08-12 10:14:00,SCT3,Starboard,2020-08-11 19:00:00,"Antwerpen, Belgium",V30/W30,2020-07-25 00:00:00,3693,1634.0
OOCL MONTREAL - V33/W33,OOCL MONTREAL,GEX2,ARRIVED,2021-08-24 07:30:00,2021-08-24 06:30:00,SCT5,Starboard,2021-08-24 19:30:00,"Antwerpen, Belgium",V33/W33,2021-08-10 00:00:00,1332,-60.0
OOCL MONTREAL - V34/W34,OOCL MONTREAL,GEX2,ARRIVED,2020-09-08 07:00:00,2020-09-08 06:45:00,SCT3,Starboard,2020-09-08 19:00:00,"Antwerpen, Belgium",V34/W34,2020-08-25 00:00:00,3819,-15.0
OOCL MONTREAL - V37/W37,OOCL MONTREAL,GEX2,ARRIVED,2021-09-21 07:30:00,2021-09-21 07:15:00,SCT5,Starboard,2021-09-21 19:30:00,"Antwerpen, Belgium",V37/W37,2021-09-10 00:00:00,1456,-15.0
OOCL MONTREAL - V38/W38,OOCL MONTREAL,GEX2,ARRIVED,2020-10-06 07:00:00,2020-10-05 22:15:00,SCT3,Starboard,2020-10-06 19:00:00,"Antwerpen, Belgium",V38/W38,2020-09-25 00:00:00,3912,-525.0
OOCL MONTREAL - V42/W42,OOCL MONTREAL,GEX2,ARRIVED,2020-11-03 07:00:00,2020-11-03 23:57:00,SCT3,Starboard,2020-11-03 19:00:00,"Antwerpen, Belgium",V42/W42,2020-10-20 00:00:00,3202,1017.0
OOCL MONTREAL - V46/W46,OOCL MONTREAL,GEX2,ARRIVED,2020-12-01 07:00:00,2020-12-04 23:48:00,SCT3,Starboard,2020-12-01 19:00:00,"Antwerpen, Belgium",V46/W46,2020-11-15 00:00:00,2419,5328.0
OOCL MONTREAL - V50/W50,OOCL MONTREAL,GEX2,ARRIVED,2021-01-05 07:00:00,2021-01-05 16:26:00,SCT3,Starboard,2021-01-05 19:00:00,"Antwerpen, Belgium",V50/W50,2020-12-20 00:00:00,3281,566.0
OOCL RAUMA - 28R/28R,OOCL RAUMA,RFS4,ARRIVED,2020-07-14 19:00:00,2020-07-15 04:30:00,SCT4,Starboard,2020-07-15 07:00:00,"Rotterdam, Netherlands",28R/28R,2020-07-04 00:00:00,19,570.0
OOCL RAUMA - 30R/30R,OOCL RAUMA,RFS4,ARRIVED,2020-07-28 19:00:00,2020-07-28 19:00:00,SCT4,Starboard,2020-07-29 07:00:00,"Rotterdam, Netherlands",30R/30R,2020-07-15 00:00:00,1971,0.0
OOCL RAUMA - 32R/32R,OOCL RAUMA,RFS4,ARRIVED,2020-08-11 19:00:00,2020-08-11 18:00:00,SCT4,Starboard,2020-08-12 07:00:00,"Rotterdam, Netherlands",32R/32R,2020-07-25 00:00:00,3694,-60.0
OOCL RAUMA - 34R/34R,OOCL RAUMA,RFS4,ARRIVED,2020-08-25 19:00:00,2020-08-26 18:30:00,SCT4,Starboard,2020-08-26 07:00:00,"Rotterdam, Netherlands",34R/34R,2020-08-10 00:00:00,1306,1410.0
OOCL RAUMA - 36R/36R,OOCL RAUMA,RFS4,ARRIVED,2020-09-08 19:00:00,2020-09-08 22:50:00,SCT4,Starboard,2020-09-09 07:00:00,"Rotterdam, Netherlands",36R/36R,2020-08-25 00:00:00,3780,230.0
OOCL RAUMA - 38R/38R,OOCL RAUMA,RFS4,ARRIVED,2020-09-22 19:00:00,2020-09-25 09:15:00,SCT4,Starboard,2020-09-23 07:00:00,"Rotterdam, Netherlands",38R/38R,2020-09-10 00:00:00,1393,3735.0
OOCL RAUMA - 40R/40R,OOCL RAUMA,RFS4,ARRIVED,2020-10-06 19:00:00,2020-10-06 22:30:00,SCT4,Starboard,2020-10-07 07:00:00,"Rotterdam, Netherlands",40R/40R,2020-09-25 00:00:00,3913,210.0
OOCL RAUMA - 42R/42R,OOCL RAUMA,RFS4,ARRIVED,2020-10-20 19:00:00,2020-10-22 01:55:00,SCT4,Starboard,2020-10-21 07:00:00,"Rotterdam, Netherlands",42R/42R,2020-10-05 00:00:00,667,1855.0
OOCL RAUMA - 44R/44R,OOCL RAUMA,RFS4,ARRIVED,2020-11-03 19:00:00,2020-11-06 06:00:00,SCT4,Starboard,2020-11-04 07:00:00,"Rotterdam, Netherlands",44R/44R,2020-10-20 00:00:00,3179,3540.0
OOCL RAUMA - 46R/46R,OOCL RAUMA,RFS4,ARRIVED,2020-11-17 19:00:00,2020-11-22 05:04:00,SCT4,Starboard,2020-11-18 07:00:00,"Rotterdam, Netherlands",46R/46R,2020-11-05 00:00:00,788,6364.0
OOCL RAUMA - 48R/48R,OOCL RAUMA,RFS4,ARRIVED,2020-12-01 19:00:00,2020-12-11 03:09:00,SCT4,Starboard,2020-12-02 07:00:00,"Rotterdam, Netherlands",48R/48R,2020-11-15 00:00:00,2410,13449.0
OOCL SEOUL - T13/U13,OOCL SEOUL,ATA,ARRIVED,2021-04-24 07:30:00,2021-04-26 03:16:00,SCT3,Starboard,2021-04-24 19:30:00,"Antwerpen, Belgium",T13/U13,2021-04-10 00:00:00,1044,2626.0
OOCL SEOUL - T23/U23,OOCL SEOUL,ATA,ARRIVED,2021-07-16 07:30:00,2021-07-19 18:50:00,SCT3,Starboard,2021-07-16 19:30:00,"Antwerpen, Belgium",T23/U23,2021-07-05 00:00:00,387,5000.0
PALENA - O19/O19,PALENA,AL2,ARRIVED,2021-05-10 07:30:00,2021-05-15 18:35:00,SCT2,Starboard,2021-05-11 07:30:00,"Rotterdam, Netherlands",O19/O19,2021-04-25 00:00:00,3539,7865.0
PALENA - O24/O24,PALENA,AL2,ARRIVED,2021-06-14 07:30:00,2021-07-04 17:45:00,SCT2,Starboard,2021-06-14 19:30:00,"Rotterdam, Netherlands",O24/O24,2021-05-30 00:00:00,4398,29415.0
PALENA - O32/O32,PALENA,AL2,ARRIVED,2021-08-14 07:30:00,2021-08-14 07:12:00,SCT3,Starboard,2021-08-15 03:00:00,"Le Havre, France",O32/O32,2021-07-30 00:00:00,4553,-18.0
PEAK BILBAO - X16/X16,PEAK BILBAO,ADHOC,ARRIVED,2021-06-23 07:30:00,2021-06-23 15:16:00,SCT4,Starboard,2021-06-23 19:30:00,"OPTIONAL,",X16/X16,2021-06-15 00:00:00,1899,466.0
PEAK BILBAO - X20/X20,PEAK BILBAO,ADHOC,ARRIVED,2021-07-28 07:30:00,2021-07-28 03:35:00,SCT4,Starboard,2021-07-29 07:30:00,"Arhus, Denmark",X20/X20,2021-07-15 00:00:00,2024,-235.0
PHOENIX J - 01N/01N,PHOENIX J,BGLP3N,ARRIVED,2021-01-02 07:01:00,2021-01-16 06:30:00,SCT1,Starboard,2021-01-03 07:00:00,"Rotterdam, Netherlands",01N/01N,2020-12-20 00:00:00,3288,20129.0
PHOENIX J - 02N/02N,PHOENIX J,BGLP3N,ARRIVED,2021-01-23 07:00:00,2021-01-24 17:30:00,SCT1,Starboard,2021-01-24 07:00:00,"Rotterdam, Netherlands",02N/02N,2021-01-15 00:00:00,1622,2070.0
PHOENIX J - 03N/03N,PHOENIX J,BGLP3N,ARRIVED,2021-02-03 07:01:00,2021-02-06 16:20:00,SCT1,Starboard,2021-02-04 07:00:00,"Rotterdam, Netherlands",03N/03N,2021-01-25 00:00:00,3368,4879.0
PHOENIX J - 04N/04N,PHOENIX J,BGLP3N,ARRIVED,2021-02-16 07:30:00,2021-02-20 18:30:00,SCT1,Starboard,2021-02-16 19:30:00,"Rotterdam, Netherlands",04N/04N,2021-02-05 00:00:00,116,6420.0
PHOENIX J - 05N/05N,PHOENIX J,BGLP3N,ARRIVED,2021-03-01 07:30:00,2021-02-26 19:50:00,SCT1,Starboard,2021-03-01 19:30:00,"Rotterdam, Netherlands",05N/05N,2021-02-20 00:00:00,2549,-3580.0
PHOENIX J - 06N/06N,PHOENIX J,BGLP3N,ARRIVED,2021-03-13 07:00:00,2021-03-13 22:28:00,SCT1,Starboard,2021-03-14 07:00:00,"Rotterdam, Netherlands",06N/06N,2021-02-28 00:00:00,4177,928.0
PHOENIX J - 07N/07N,PHOENIX J,BGLP3N,ARRIVED,2021-03-23 07:30:00,2021-04-06 17:10:00,SCT1,Portside,2021-03-23 19:30:00,"Rotterdam, Netherlands",07N/07N,2021-03-15 00:00:00,1775,20740.0
PHOENIX J - 08N/08N,PHOENIX J,BGLP3N,ARRIVED,2021-04-08 07:30:00,2021-04-14 00:39:00,SCT1,Starboard,2021-04-09 07:30:00,"Rotterdam, Netherlands",08N/08N,2021-03-31 00:00:00,4982,8229.0
PHOENIX J - 09N/09N,PHOENIX J,BGLP3N,ARRIVED,2021-04-21 07:00:00,2021-04-26 22:55:00,SCT1,Starboard,2021-04-22 07:00:00,"Rotterdam, Netherlands",09N/09N,2021-04-15 00:00:00,1816,8155.0
PHOENIX J - 10N/10N,PHOENIX J,BGLP3N,ARRIVED,2021-05-03 07:30:00,2021-05-16 02:26:00,SCT1,Portside,2021-05-04 07:30:00,"Rotterdam, Netherlands",10N/10N,2021-04-25 00:00:00,3510,18416.0
PHOENIX J - 11N/11N,PHOENIX J,BGLP3N,ARRIVED,2021-05-20 07:30:00,2021-05-22 20:20:00,SCT2,Starboard,2021-05-20 19:30:00,"Rotterdam, Netherlands",11N/11N,2021-05-15 00:00:00,1882,3650.0
PHOENIX J - 12N/12N,PHOENIX J,BGLP3N,ARRIVED,2021-06-02 07:30:00,2021-06-11 07:15:00,SCT1,Starboard,2021-06-03 07:30:00,"Rotterdam, Netherlands",12N/12N,2021-05-20 00:00:00,2730,12945.0
PHOENIX J - 13N/13N,PHOENIX J,BGLP3N,ARRIVED,2021-06-15 07:30:00,2021-06-22 09:56:00,SCT1,Starboard,2021-06-16 07:30:00,"Rotterdam, Netherlands",13N/13N,2021-06-05 00:00:00,362,10226.0
PHOENIX J - 14N/14N,PHOENIX J,BGLP3N,ARRIVED,2021-06-28 19:30:00,2021-07-17 18:15:00,SCT1,Portside,2021-06-29 19:30:00,"Rotterdam, Netherlands",14N/14N,2021-06-20 00:00:00,2819,27285.0
PHOENIX J - 16N/16N,PHOENIX J,BGLP3N,ARRIVED,2021-08-01 19:30:00,2021-07-28 13:15:00,SCT3,Starboard,2021-08-02 19:30:00,"Rotterdam, Netherlands",16N/16N,2021-07-25 00:00:00,3730,-6135.0
PHOENIX J - 17N/17N,PHOENIX J,BGLP3N,ARRIVED,2021-08-08 07:00:00,2021-08-03 08:41:00,SCT4,Starboard,2021-08-09 07:00:00,"Rotterdam, Netherlands",17N/17N,2021-07-30 00:00:00,4571,-7099.0
PHOENIX J - 18N/18N,PHOENIX J,BGLP3N,ARRIVED,2021-08-17 07:30:00,2021-08-12 17:40:00,SCT4,Starboard,2021-08-17 19:30:00,"Rotterdam, Netherlands",18N/18N,2021-08-05 00:00:00,506,-6590.0
PHOENIX J - 21N/21N,PHOENIX J,BGLP3N,ARRIVED,2021-09-17 19:30:00,2021-09-17 20:45:00,SCT4,Starboard,2021-09-18 19:30:00,"Rotterdam, Netherlands",21N/21N,2021-09-05 00:00:00,605,75.0
PHOENIX J - 22N/22N,PHOENIX J,BGLP3N,ARRIVED,2021-09-27 07:30:00,2021-09-29 03:00:00,SCT4,Portside,2021-09-28 07:30:00,"Rotterdam, Netherlands",22N/22N,2021-09-20 00:00:00,3134,2610.0
PHOENIX J - 39N/39N,PHOENIX J,BGLP3N,ARRIVED,2020-10-14 07:00:00,2020-10-17 04:00:00,SCT1,Starboard,2020-10-15 07:00:00,"Dunkerque, France",39N/39N,2020-10-05 00:00:00,679,4140.0
PHOENIX J - 40N/40N,PHOENIX J,BGLP3N,ARRIVED,2020-10-28 19:30:00,2020-10-25 17:26:00,SCT1,Starboard,2020-10-29 19:30:00,"Dunkerque, France",40N/40N,2020-10-15 00:00:00,2278,-4444.0
PHOENIX J - 41N/41N,PHOENIX J,BGLP3N,ARRIVED,2020-11-06 07:30:00,2020-11-06 18:00:00,SCT1,Starboard,2020-11-07 07:30:00,"Dunkerque, France",41N/41N,2020-10-30 00:00:00,4841,630.0
PHOENIX J - 42N/42N,PHOENIX J,BGLP3N,ARRIVED,2020-11-16 07:30:00,2020-11-17 19:30:00,SCT1,Starboard,2020-11-17 07:30:00,"Dunkerque, France",42N/42N,2020-11-05 00:00:00,791,2160.0
PHOENIX J - 43N/43N,PHOENIX J,BGLP3N,ARRIVED,2020-11-27 11:59:00,2020-11-29 09:50:00,SCT1,Starboard,2020-11-28 07:30:00,"Cork, Ireland",43N/43N,2020-11-15 00:00:00,2404,2751.0
PHOENIX J - 45N/45N,PHOENIX J,BGLP3N,ARRIVED,2020-12-16 07:01:00,2020-12-19 17:45:00,SCT1,Starboard,2020-12-17 07:00:00,"Dunkerque, France",45N/45N,2020-12-05 00:00:00,817,4964.0
QUEBEC EXPRESS - V03/W03,QUEBEC EXPRESS,GEX2,ARRIVED,2021-01-26 07:30:00,2021-01-26 15:05:00,SCT3,Starboard,2021-01-26 19:30:00,"Antwerpen, Belgium",V03/W03,2021-01-15 00:00:00,1648,455.0
QUEBEC EXPRESS - V07/W07,QUEBEC EXPRESS,GEX2,ARRIVED,2021-02-23 07:30:00,2021-02-27 10:33:00,SCT2,Starboard,2021-02-23 19:30:00,"Antwerpen, Belgium",V07/W07,2021-02-10 00:00:00,912,5943.0
QUEBEC EXPRESS - V11/W11,QUEBEC EXPRESS,GEX2,ARRIVED,2021-03-24 11:00:00,2021-03-24 22:19:00,SCT3,Starboard,2021-03-24 23:59:00,"Antwerpen, Belgium",V11/W11,2021-03-10 00:00:00,983,679.0
QUEBEC EXPRESS - V15/W15,QUEBEC EXPRESS,GEX2,ARRIVED,2021-04-20 07:30:00,2021-04-20 06:24:00,SCT2,Starboard,2021-04-20 19:30:00,"Antwerpen, Belgium",V15/W15,2021-04-05 00:00:00,233,-66.0
QUEBEC EXPRESS - V23/W23,QUEBEC EXPRESS,GEX2,ARRIVED,2021-06-22 07:30:00,2021-06-22 07:00:00,SCT2,Starboard,2021-06-22 19:30:00,"Antwerpen, Belgium",V23/W23,2021-06-10 00:00:00,1143,-30.0
QUEBEC EXPRESS - V25/W25,QUEBEC EXPRESS,GEX2,ARRIVED,2020-07-07 07:00:00,2020-07-07 06:46:00,SCT3,Starboard,2020-07-07 19:00:00,"Antwerpen, Belgium",V25/W25,2020-07-04 00:00:00,2,-14.0
QUEBEC EXPRESS - V28/W28,QUEBEC EXPRESS,GEX2,ARRIVED,2021-07-20 07:30:00,2021-07-20 07:30:00,SCT5,Starboard,2021-07-20 19:30:00,"Antwerpen, Belgium",V28/W28,2021-07-05 00:00:00,395,0.0
QUEBEC EXPRESS - V29/W29,QUEBEC EXPRESS,GEX2,ARRIVED,2020-08-04 07:00:00,2020-08-04 06:00:00,SCT3,Starboard,2020-08-04 19:00:00,"Antwerpen, Belgium",V29/W29,2020-07-20 00:00:00,2844,-60.0
QUEBEC EXPRESS - V32/W32,QUEBEC EXPRESS,GEX2,ARRIVED,2021-08-17 07:30:00,2021-08-17 07:32:00,SCT3,Starboard,2021-08-17 19:30:00,"Antwerpen, Belgium",V32/W32,2021-08-05 00:00:00,495,2.0
QUEBEC EXPRESS - V45/W45,QUEBEC EXPRESS,GEX2,ARRIVED,2020-11-24 07:00:00,2020-11-26 09:10:00,SCT3,Starboard,2020-11-24 19:00:00,"Antwerpen, Belgium",V45/W45,2020-11-10 00:00:00,1549,3010.0
QUEBEC EXPRESS - V49/W49,QUEBEC EXPRESS,GEX2,ARRIVED,2020-12-22 07:00:00,2020-12-30 01:00:00,SCT3,Starboard,2020-12-22 19:00:00,"Antwerpen, Belgium",V49/W49,2020-11-15 00:00:00,2373,11160.0
RAGNA - 20F/20F,RAGNA,UNIF,ARRIVED,2021-05-17 07:30:00,2021-05-17 12:20:00,SCT1,Starboard,2021-05-18 04:00:00,"Belfast, United Kingdom",20F/20F,2021-05-15 00:00:00,1836,290.0
RAGNA - 21F/21F,RAGNA,UNIF,ARRIVED,2021-05-23 19:30:00,2021-05-23 12:45:00,SCT4,Starboard,2021-05-24 16:30:00,"Belfast, United Kingdom",21F/21F,2021-05-20 00:00:00,2739,-405.0
RAGNA - 22F/22F,RAGNA,UNIF,ARRIVED,2021-05-29 22:00:00,2021-06-01 01:30:00,SCT1,Starboard,2021-05-30 18:00:00,"Belfast, United Kingdom",22F/22F,2021-05-20 00:00:00,2723,3090.0
RAGNA - 23F/23F,RAGNA,UNIF,ARRIVED,2021-06-05 07:00:00,2021-06-07 04:53:00,SCT1,Starboard,2021-06-06 07:00:00,"Belfast, United Kingdom",23F/23F,2021-05-30 00:00:00,4378,2753.0
RAGNA - 24F/24F,RAGNA,UNIF,ARRIVED,2021-06-12 19:30:00,2021-06-13 15:00:00,SCT1,Starboard,2021-06-13 19:30:00,"Belfast, United Kingdom",24F/24F,2021-06-05 00:00:00,367,1170.0
RAGNA - 25F/25F,RAGNA,UNIF,ARRIVED,2021-06-19 19:30:00,2021-06-20 23:45:00,SCT1,Starboard,2021-06-20 19:30:00,"Belfast, United Kingdom",25F/25F,2021-06-05 00:00:00,349,1695.0
RAGNA - 26F/26F,RAGNA,UNIF,ARRIVED,2021-06-26 19:30:00,2021-06-27 16:30:00,SCT1,Starboard,2021-06-27 19:30:00,"Belfast, United Kingdom",26F/26F,2021-06-10 00:00:00,1154,1260.0
RAGNA - 27F/27F,RAGNA,UNIF,ARRIVED,2021-07-03 22:00:00,2021-07-04 14:11:00,SCT1,Starboard,2021-07-04 19:30:00,"Belfast, United Kingdom",27F/27F,2021-06-25 00:00:00,3625,971.0
RAGNA - 28F/28F,RAGNA,UNIF,ARRIVED,2021-07-10 19:30:00,2021-07-13 08:30:00,SCT4,Starboard,2021-07-11 19:30:00,"Belfast, United Kingdom",28F/28F,2021-06-30 00:00:00,4440,3660.0
RAGNA - 29F/29F,RAGNA,UNIF,ARRIVED,2021-07-17 22:00:00,2021-07-19 16:15:00,SCT4,Starboard,2021-07-18 19:30:00,"Belfast, United Kingdom",29F/29F,2021-07-05 00:00:00,390,2535.0
RAGNA - 30F/30F,RAGNA,UNIF,ARRIVED,2021-07-24 22:00:00,2021-07-25 16:20:00,SCT4,Starboard,2021-07-25 19:30:00,"Belfast, United Kingdom",30F/30F,2021-07-10 00:00:00,1267,1100.0
RAGNA - 31F/31F,RAGNA,UNIF,ARRIVED,2021-07-31 22:00:00,2021-08-01 21:19:00,SCT4,Starboard,2021-08-01 19:30:00,"Belfast, United Kingdom",31F/31F,2021-07-20 00:00:00,2907,1399.0
RAGNA - 32F/32F,RAGNA,UNIF,ARRIVED,2021-08-07 22:00:00,2021-08-08 23:20:00,SCT4,Starboard,2021-08-08 19:30:00,"Belfast, United Kingdom",32F/32F,2021-07-25 00:00:00,3749,1520.0
RAGNA - 33F/33F,RAGNA,UNIF,ARRIVED,2021-08-14 22:00:00,2021-08-17 06:30:00,SCT4,Starboard,2021-08-15 19:30:00,"Belfast, United Kingdom",33F/33F,2021-07-30 00:00:00,4552,3390.0
RAGNA - 34F/34F,RAGNA,UNIF,ARRIVED,2021-08-25 07:30:00,2021-08-24 13:10:00,SCT4,Starboard,2021-08-26 07:30:00,"Belfast, United Kingdom",34F/34F,2021-08-20 00:00:00,2994,-1100.0
