Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side,NextPort,Delay,Size,Dwt,GT,Flag,Built_Year,Built_Month,Builder,Owner,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info,ETA_Year,ETA_Month,ETA_Day,ETA_Weekday,ETA_Hour,date,new_cases
CMA CGM TOSCA - T46/U46,cma cgm tosca,ATA,2020-47,2020-12-06 03:08:00,SCT3,Starboard,Antwerpen,11258.0,8448,101818,91410,Registre International Francais,2005,12,Hyundai Samho HI,CMA CGM,0,0,0,13.0,2020,11,28,5,7,2020-47,105503.0
CMA CGM VASCO DE GAMA - M11/M11,cma cgm vasco de gama,FAL3,2021-11,2021-03-18 05:03:00,SCT2,Starboard,Rotterdam,-1856.0,17859,185000,178228,Malta,2015,7,Shanghai Waigaoqiao,CSSC,0,1,1,14.0,2021,3,19,4,11,2021-11,38485.0
CMA CGM VASCO DE GAMA - M23/M23,cma cgm vasco de gama,FAL3,2021-23,2021-06-12 01:35:00,SCT2,Starboard,Rotterdam,-355.0,17859,185000,178228,Malta,2015,7,Shanghai Waigaoqiao,CSSC,0,1,1,13.0,2021,6,12,5,7,2021-23,48977.0
CMA CGM VASCO DE GAMA - M35/M35,cma cgm vasco de gama,FAL3,2021-36,2021-09-09 01:39:00,SCT2,Starboard,Rotterdam,3249.0,17859,185000,178228,Malta,2015,7,Shanghai Waigaoqiao,CSSC,0,1,1,13.0,2021,9,6,0,19,2021-36,249212.0
CMA CGM VASCO DE GAMA - M49/M49,cma cgm vasco de gama,NEU3,2020-50,2021-01-01 13:02:00,SCT5,Starboard,Hamburg,17642.0,17859,185000,178228,Malta,2015,7,Shanghai Waigaoqiao,CSSC,0,1,1,35.0,2020,12,20,6,7,2020-50,191671.0
CMA CGM WHITE SHARK - A01/A01,cma cgm white shark,LEVANT,2021-01,2021-01-07 15:10:00,SCT2,Starboard,Rotterdam,-1700.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,15.0,2021,1,8,4,19,2021-01,418669.0
CMA CGM WHITE SHARK - A05/A05,cma cgm white shark,LEVANT,2021-06,2021-02-14 08:40:00,SCT3,Starboard,Rotterdam,1510.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,8.0,2021,2,13,5,7,2021-06,92743.0
CMA CGM WHITE SHARK - A11/A11,cma cgm white shark,LEVANT,2021-11,2021-03-20 19:45:00,SCT3,Starboard,Rotterdam,1186.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,15.0,2021,3,19,4,23,2021-11,38485.0
CMA CGM WHITE SHARK - A16/A16,cma cgm white shark,LEVANT,2021-17,2021-04-30 19:50:00,SCT3,Starboard,Rotterdam,2900.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,14.0,2021,4,28,2,19,2021-17,15388.0
CMA CGM WHITE SHARK - A21/A21,cma cgm white shark,LEVANT,2021-22,2021-06-03 18:55:00,SCT2,Starboard,Rotterdam,-35.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,10.0,2021,6,3,3,19,2021-22,32865.0
CMA CGM WHITE SHARK - A25/A25,cma cgm white shark,LEVANT,2021-27,2021-07-10 14:20:00,SCT2,Starboard,Rotterdam,980.0,5095,65845,54309,Malta,2007,4,Hyundai HI (Ulsan),CMA CGM,0,0,0,15.0,2021,7,9,4,22,2021-27,218994.0
CMA CGM ZHENG HE - M01/M01,cma cgm zheng he,NEU3,2021-00,2021-01-14 15:00:00,SCT5,Starboard,Rotterdam,16320.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,14.0,2021,1,3,6,7,2021-00,367471.0
CMA CGM ZHENG HE - M13/M13,cma cgm zheng he,FAL3,2021-13,2021-04-01 04:00:00,SCT2,Starboard,Rotterdam,540.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,12.0,2021,3,31,2,19,2021-13,26785.0
CMA CGM ZHENG HE - M27/M27,cma cgm zheng he,NEU4I,2020-28,2020-07-19 00:10:00,SCT5,Starboard,Dunkerque,310.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,9.0,2020,7,18,5,19,2020-28,5204.0
CMA CGM ZHENG HE - M39/M39,cma cgm zheng he,NEU4I,2020-40,2020-10-14 14:12:00,SCT5,Starboard,Dunkerque,5472.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,16.0,2020,10,10,5,19,2020-40,100828.0
CMA CGM ZHENG HE - N30/N30,cma cgm zheng he,NEU4E,2020-30,2020-07-29 06:47:00,SCT5,Starboard,Le Havre,-43.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,14.0,2020,7,29,2,7,2020-30,5289.0
CMA CGM ZHENG HE - N42/N42,cma cgm zheng he,NEU4E,2020-42,2020-10-22 12:05:00,SCT5,Starboard,Le Havre,1205.0,17859,185000,178228,Malta,2015,9,Jiangnan Changxing,CSSC,0,1,1,12.0,2020,10,21,2,16,2020-42,151548.0
CONMAR GULF - X27/X27,conmar gulf,ADHOC,2020-32,2020-08-14 06:00:00,SCT4,Starboard,Liverpool,1380.0,698,8400,7545,Madeira,2007,10,Mawei SB (Mawei),Conmar Shipping,0,0,0,3.0,2020,8,13,3,7,2020-32,7769.0
CONSTANTIA - O22/O22,constantia,AL2,2021-22,2021-06-04 06:30:00,SCT3,Starboard,Rotterdam,-570.0,4620,57500,48799,Liberia,2013,5,Jiangnan Changxing,Hapag-Lloyd,0,0,1,11.0,2021,6,4,4,16,2021-22,32865.0
CONTI CORTESIA - R23/S23,conti cortesia,IPAK,2021-23,2021-06-11 12:50:00,SCT2,Starboard,Rotterdam,5360.0,8463,100886,90449,Madeira,2005,5,Samsung HI,Reederei C-P Offen,0,0,0,14.0,2021,6,7,0,19,2021-23,48977.0
COSCO INDONESIA - X12/X12,cosco indonesia,ADHOC,2021-19,2021-05-17 02:52:00,SCT3,Starboard,OPTIONAL,442.0,8495,101200,91051,Hong Kong,2010,7,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,2.0,2021,5,16,6,19,2021-19,16011.0
COSCO JAPAN - J17/J17,cosco japan,EPIC,2021-23,2021-06-10 15:10:00,SCT3,Starboard,Bremerhaven,3010.0,8495,102834,91051,Hong Kong,2010,3,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,10.0,2021,6,8,1,13,2021-23,48977.0
COSCO JAPAN - J25/J25,cosco japan,EPIC,2021-31,2021-08-04 18:00:00,SCT3,Starboard,Bremerhaven,1740.0,8495,102834,91051,Hong Kong,2010,3,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,15.0,2021,8,3,1,13,2021-31,190523.0
COSCO PHILIPPINES - T03/U03,cosco philippines,ATA,2021-05,2021-02-08 14:40:00,SCT3,Starboard,Antwerpen,3310.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,12.0,2021,2,6,5,7,2021-05,128994.0
COSCO PHILIPPINES - T08/U08,cosco philippines,ATA,2021-07,2021-03-29 01:00:00,SCT3,Starboard,Antwerpen,60090.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,5.0,2021,2,15,0,7,2021-07,77654.0
COSCO PHILIPPINES - T12/U12,cosco philippines,ATA,2021-17,2021-05-11 21:06:00,SCT3,Starboard,Antwerpen,20976.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,12.0,2021,4,27,1,7,2021-17,15388.0
COSCO PHILIPPINES - T17/U17,cosco philippines,ATA,2021-22,2021-06-09 19:00:00,SCT2,Starboard,Antwerpen,7621.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,10.0,2021,6,4,4,11,2021-22,32865.0
COSCO PHILIPPINES - T27/U27,cosco philippines,ATA,2021-33,2021-08-27 02:30:00,SCT2,Starboard,Antwerpen,8340.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,11.0,2021,8,21,5,7,2021-33,226406.0
COSCO PHILIPPINES - T29/U29,cosco philippines,ATA,2020-30,2020-08-01 05:03:00,SCT2,Starboard,Antwerpen,-147.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,12.0,2020,8,1,5,7,2020-30,5289.0
COSCO PHILIPPINES - T34/U34,cosco philippines,ATA,2020-35,2020-09-05 05:45:00,SCT3,Starboard,Antwerpen,-105.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,11.0,2020,9,5,5,7,2020-35,12832.0
COSCO PHILIPPINES - T39/U39,cosco philippines,ATA,2020-40,2020-10-09 22:22:00,SCT2,Starboard,Antwerpen,-548.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,15.0,2020,10,10,5,7,2020-40,100828.0
COSCO PHILIPPINES - T49/U49,cosco philippines,ATA,2020-50,2020-12-27 16:00:00,SCT3,Starboard,Antwerpen,12030.0,8495,101200,91051,Hong Kong,2010,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,34.0,2020,12,19,5,7,2020-50,191671.0
COSCO VIETNAM - T01/U01,cosco vietnam,ATA,2021-04,2021-01-30 07:30:00,SCT3,Starboard,Antwerpen,-720.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,11.0,2021,1,30,5,19,2021-04,170326.0
COSCO VIETNAM - T27/U27,cosco vietnam,ATA,2020-28,2020-07-18 05:30:00,SCT2,Starboard,Antwerpen,-120.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,8.0,2020,7,18,5,7,2020-28,5204.0
COSCO VIETNAM - T32/U32,cosco vietnam,ATA,2020-33,2020-08-22 07:30:00,SCT2,Starboard,Antwerpen,0.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,12.0,2020,8,22,5,7,2020-33,7300.0
COSCO VIETNAM - T37/U37,cosco vietnam,ATA,2020-38,2020-09-26 08:10:00,SCT3,Starboard,Antwerpen,40.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,11.0,2020,9,26,5,7,2020-38,40773.0
COSCO VIETNAM - T42/U42,cosco vietnam,ATA,2020-43,2020-11-07 01:06:00,SCT2,Starboard,Antwerpen,9696.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,16.0,2020,10,31,5,7,2020-43,161214.0
COSCO VIETNAM - T47/U47,cosco vietnam,ATA,2020-48,2020-12-13 16:22:00,SCT3,Starboard,Antwerpen,12052.0,8495,102875,91051,Hong Kong,2011,4,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,1,20.0,2020,12,5,5,7,2020-48,106446.0
CSL MANHATTAN - E04/F04,csl manhattan,FE4,2021-06,2021-02-26 07:30:00,SCT5,Starboard,Hamburg,17011.0,5018,66633,54592,Liberia,2005,4,Hyundai Samho HI,Cyprus Maritime Co,0,0,0,15.0,2021,2,14,6,11,2021-06,92743.0
ELBSKY - X29/X29,elbsky,ADHOC,2021-33,2021-08-22 11:30:00,SCT2,Starboard,OPTIONAL,90.0,1025,13425,11550,Antigua & Barbuda,2011,1,Mawei SB (Mawei),Elbdeich Reederei,0,0,0,2.0,2021,8,22,6,10,2021-33,226406.0
ESPOIR - X04/X04,espoir,ADHOC,2021-04,2021-01-25 17:00:00,SCT1,Starboard,OPTIONAL,-419.0,1440,21297,17368,Netherlands,2011,4,Shuntian Shungao,JR Shipping BV,0,0,1,1.0,2021,1,25,0,23,2021-04,170326.0
ESSENCE - X36/X36,essence,ADHOC,2020-37,2020-09-20 08:38:00,SCT3,Starboard,Zeebrugge,68.0,1440,21297,17368,Netherlands,2011,8,Shuntian Shungao,JR Shipping BV,0,0,1,0.0,2020,9,20,6,7,2020-37,25814.0
EVER LASTING - T14/U14,ever lasting,ATA,2021-18,2021-05-08 10:26:00,SCT3,Starboard,Antwerpen,-93.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,13.0,2021,5,8,5,11,2021-18,14747.0
EVER LASTING - T19/U19,ever lasting,ATA,2021-23,2021-06-18 12:19:00,SCT3,Starboard,Antwerpen,12529.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,11.0,2021,6,9,2,19,2021-23,48977.0
EVER LASTING - T29/U29,ever lasting,ATA,2021-34,2021-09-08 19:44:00,SCT2,Starboard,Antwerpen,16574.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,13.0,2021,8,28,5,7,2021-34,239341.0
EVER LASTING - T30/U30,ever lasting,ATA,2020-31,2020-08-07 12:39:00,SCT2,Starboard,Antwerpen,-1131.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,14.0,2020,8,8,5,7,2020-31,6265.0
EVER LASTING - T35/U35,ever lasting,ATA,2020-36,2020-09-12 11:00:00,SCT3,Starboard,Antwerpen,209.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,13.0,2020,9,12,5,7,2020-36,21432.0
EVER LASTING - T40/U40,ever lasting,ATA,2020-41,2020-10-17 06:30:00,SCT3,Starboard,Antwerpen,-60.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,12.0,2020,10,17,5,7,2020-41,118845.0
EVER LASTING - T45/U45,ever lasting,ATA,2020-47,2020-11-26 17:00:00,SCT2,Starboard,Antwerpen,3450.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,14.0,2020,11,24,1,7,2020-47,105503.0
EVER LASTING - T50/U50,ever lasting,ATA,2020-51,2021-01-12 21:05:00,SCT3,Starboard,Antwerpen,25295.0,8452,104409,98882,United Kingdom,2012,9,Samsung HI,Evergreen Marine,0,1,1,41.0,2020,12,26,5,7,2020-51,249068.0
EXPRESS BERLIN - E24/F24,express berlin,FE4,2020-40,2020-10-20 14:30:00,SCT2,Starboard,Hamburg,14100.0,10114,121960,114400,Greece,2011,2,Hyundai Samho HI,Danaos Shipping,0,0,1,16.0,2020,10,10,5,19,2020-40,100828.0
GERHARD SCHULTE - V37/W37,gerhard schulte,GEX2,2020-39,2020-09-29 21:46:00,SCT3,Starboard,Antwerpen,886.0,3534,42083,35991,Hong Kong,2006,8,Shanghai Chengxi,Thomas Schulte,0,0,0,9.0,2020,9,29,1,7,2020-39,68102.0
GERHARD SCHULTE - V41/W41,gerhard schulte,GEX2,2020-43,2020-10-27 11:58:00,SCT3,Starboard,Antwerpen,298.0,3534,42083,35991,Hong Kong,2006,8,Shanghai Chengxi,Thomas Schulte,0,0,0,12.0,2020,10,27,1,7,2020-43,161214.0
GERHARD SCHULTE - X50/X50,gerhard schulte,ADHOC,2020-49,2020-12-08 16:00:00,SCT2,Starboard,OPTIONAL,-930.0,3534,42083,35991,Hong Kong,2006,8,Shanghai Chengxi,Thomas Schulte,0,0,0,14.0,2020,12,9,2,7,2020-49,126739.0
GREETJE - 27C/27C,greetje,ISX4,2020-27,2020-07-07 19:42:00,SCT3,Starboard,Cork,12.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,4.0,2020,7,7,1,19,2020-27,4223.0
GREETJE - 28C/28C,greetje,ISX4,2020-28,2020-07-15 22:28:00,SCT3,Starboard,Cork,1948.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,11.0,2020,7,14,1,14,2020-28,5204.0
GREETJE - 29A/29A,greetje,ISX3A,2020-38,2020-09-21 15:39:00,SCT4,Starboard,Belfast,-231.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,2.0,2020,9,21,0,19,2020-38,40773.0
GREETJE - 29C/29C,greetje,ISX4,2020-29,2020-07-21 19:06:00,SCT3,Starboard,Cork,-174.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2020,7,21,1,22,2020-29,4662.0
GREETJE - 30A/30A,greetje,ISX3A,2020-39,2020-10-03 15:20:00,SCT4,Starboard,Belfast,1910.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2020,10,2,4,7,2020-39,68102.0
GREETJE - 30C/30C,greetje,ISX4,2020-30,2020-07-28 06:45:00,SCT3,Starboard,Cork,-765.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,7,28,1,19,2020-30,5289.0
GREETJE - 31A/31A,greetje,ISX3A,2020-40,2020-10-11 12:45:00,SCT4,Starboard,Belfast,3915.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,10,8,3,19,2020-40,100828.0
GREETJE - 31C/31C,greetje,ISX4,2020-31,2020-08-05 03:30:00,SCT4,Starboard,Cork,480.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,11.0,2020,8,4,1,19,2020-31,6265.0
GREETJE - 32A/32A,greetje,ISX3A,2020-41,2020-10-19 05:05:00,SCT4,Starboard,Belfast,2735.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2020,10,17,5,7,2020-41,118845.0
GREETJE - 32C/32C,greetje,ISX4,2020-32,2020-08-12 01:47:00,SCT4,Starboard,Cork,377.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,18.0,2020,8,11,1,19,2020-32,7769.0
GREETJE - 33A/33A,greetje,ISX3A,2020-42,2020-11-01 01:36:00,SCT3,Starboard,Belfast,10446.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0,2020,10,24,5,19,2020-42,151548.0
GREETJE - 33C/33C,greetje,ISX4,2020-33,2020-08-19 21:20:00,SCT3,Starboard,Cork,1580.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,4.0,2020,8,18,1,19,2020-33,7300.0
GREETJE - 34A/34A,greetje,ISX3A,2020-43,2020-11-09 15:00:00,SCT4,Starboard,Belfast,13410.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,16.0,2020,10,31,5,7,2020-43,161214.0
GREETJE - 34C/34C,greetje,ISX4,2020-34,2020-08-28 05:25:00,SCT3,Starboard,Cork,3505.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,11.0,2020,8,25,1,19,2020-34,9025.0
GREETJE - 35A/35A,greetje,ISX3A,2020-44,2020-11-17 23:45:00,SCT4,Starboard,Belfast,13215.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2020,11,8,6,19,2020-44,157296.0
GREETJE - 35C/35C,greetje,ISX4,2020-35,2020-09-04 07:30:00,SCT4,Starboard,Cork,2910.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,8.0,2020,9,2,2,7,2020-35,12832.0
GREETJE - 36A/36A,greetje,ISX3A,2020-47,2020-11-27 07:37:00,SCT4,Starboard,Belfast,5767.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2020,11,23,0,7,2020-47,105503.0
GREETJE - 38D/38D,greetje,ISX5,2020-36,2020-09-10 07:05:00,SCT4,Starboard,Dublin,1415.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0,2020,9,9,2,7,2020-36,21432.0
GREETJE - 39D/39D,greetje,ISX5,2020-37,2020-09-15 08:10:00,SCT4,Starboard,Dublin,1480.0,658,6650,5056,Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2020,9,14,0,7,2020-37,25814.0
HELGA - 01D/01D,helga,ISX5,2021-01,2021-01-04 13:00:00,SCT1,Starboard,Dublin,360.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2021,1,4,0,7,2021-01,418669.0
HELGA - 02D/02D,helga,ISX5,2021-02,2021-01-12 13:35:00,SCT1,Starboard,Dublin,1085.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2021,1,11,0,19,2021-02,324372.0
HELGA - 03D/03D,helga,ISX5,2021-03,2021-01-22 18:15:00,SCT1,Starboard,Dublin,5685.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2021,1,18,0,19,2021-03,252117.0
HELGA - 04D/04D,helga,ISX5,2021-04,2021-02-05 01:36:00,SCT1,Starboard,Dublin,14766.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,11.0,2021,1,25,0,19,2021-04,170326.0
HELGA - 05D/05D,helga,ISX5,2021-05,2021-02-18 22:35:00,SCT1,Starboard,Dublin,24665.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,13.0,2021,2,1,0,19,2021-05,128994.0
HELGA - 06D/06D,helga,ISX5,2021-06,2021-03-03 18:05:00,SCT1,Starboard,Dublin,31595.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,16.0,2021,2,9,1,19,2021-06,92743.0
HELGA - 07D/07D,helga,ISX5,2021-08,2021-03-15 05:00:00,SCT1,Starboard,Dublin,23610.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2021,2,26,4,19,2021-08,61249.0
HELGA - 08D/08D,helga,ISX5,2021-11,2021-03-22 07:30:00,SCT1,Starboard,Dublin,7920.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2021,3,16,1,19,2021-11,38485.0
HELGA - 09D/09D,helga,ISX5,2021-12,2021-03-29 21:10:00,SCT1,Starboard,Dublin,6580.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2021,3,25,3,7,2021-12,36818.0
HELGA - 10D/10D,helga,ISX5,2021-14,2021-04-07 01:36:00,SCT1,Starboard,Dublin,1806.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,17.0,2021,4,5,0,19,2021-14,10812.0
HELGA - 11D/11D,helga,ISX3A,2021-14,2021-04-12 18:54:00,SCT1,Starboard,Belfast,1404.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2021,4,11,6,19,2021-14,10812.0
HELGA - 12A/12A,helga,ISX3,2021-16,2021-04-22 14:50:00,SCT1,Starboard,Rotterdam,1160.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2021,4,21,2,19,2021-16,17383.0
HELGA - 21A/21A,helga,ISX3,2021-19,2021-05-25 01:18:00,SCT1,Starboard,Rotterdam,14028.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,5.0,2021,5,15,5,7,2021-19,16011.0
HELGA - 21B/21B,helga,ISX3B,2020-27,2020-07-10 13:41:00,SCT3,Starboard,Liverpool,371.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,6.0,2020,7,10,4,7,2020-27,4223.0
HELGA - 22B/22B,helga,ISX3B,2020-28,2020-07-20 14:45:00,SCT4,Starboard,Liverpool,3315.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,8.0,2020,7,18,5,7,2020-28,5204.0
HELGA - 23B/23B,helga,ISX3B,2020-29,2020-07-30 12:40:00,SCT4,Starboard,Liverpool,9670.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,9.0,2020,7,23,3,19,2020-29,4662.0
HELGA - 24B/24B,helga,ISX3B,2020-30,2020-08-09 05:45:00,SCT4,Starboard,Liverpool,15735.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,7,29,2,7,2020-30,5289.0
HELGA - 25B/25B,helga,ISX3B,2020-31,2020-08-18 13:53:00,SCT4,Starboard,Liverpool,14783.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,8,8,5,7,2020-31,6265.0
HELGA - 26B/26B,helga,ISX3B,2020-32,2020-08-28 06:45:00,SCT4,Starboard,Liverpool,20115.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,15.0,2020,8,14,4,7,2020-32,7769.0
HELGA - 27B/27B,helga,ISX3B,2020-34,2020-09-05 07:00:00,SCT4,Starboard,Liverpool,15810.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0,2020,8,25,1,7,2020-34,9025.0
HELGA - 28B/28B,helga,ISX3B,2020-34,2020-09-14 05:30:00,SCT4,Starboard,Liverpool,22920.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2020,8,29,5,7,2020-34,9025.0
HELGA - 29A/29A,helga,ISX3,2021-23,2021-06-10 11:10:00,SCT1,Starboard,Rotterdam,2380.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,10.0,2021,6,8,1,19,2021-23,48977.0
HELGA - 33A/33A,helga,ISX3,2021-25,2021-06-23 08:20:00,SCT1,Starboard,Rotterdam,2210.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,12.0,2021,6,21,0,19,2021-25,102576.0
HELGA - 36A/36A,helga,ISX3,2021-25,2021-07-01 05:20:00,SCT1,Starboard,Rotterdam,4910.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,18.0,2021,6,27,6,19,2021-25,102576.0
HELGA - 40A/40A,helga,ISX3,2021-27,2021-07-15 06:15:00,SCT1,Portside,Rotterdam,9285.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,14.0,2021,7,8,3,19,2021-27,218994.0
HELGA - 40D/40D,helga,ISX5,2020-38,2020-09-23 12:47:00,SCT4,Starboard,Dublin,316.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,3.0,2020,9,23,2,7,2020-38,40773.0
HELGA - 41D/41D,helga,ISX5,2020-39,2020-10-01 23:55:00,SCT4,Starboard,Dublin,4584.0,822,8622,7519,Netherlands,2003,5,J. J. Sietas,Holwerda Shipmgmt,0,0,0,9.0,2020,9,28,0,19,2020-39,68102.0
