Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side,NextPort,Delay,Size,Dwt,GT,Flag,Built_Year,Built_Month,Builder,Owner,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info,ETA_Year,ETA_Month,ETA_Day,ETA_Weekday,ETA_Hour,date,new_cases
NYK METEOR - K13/L13,nyk meteor,AL5,2021-20,2021-05-23 03:58:00,SCT2,Starboard,Rotterdam,6298.0,4882,65935,55534,Panama,2007,10,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,9.0,2021,5,18,1,19,2021-20,11801.0
NYK METEOR - K23/L23,nyk meteor,AL5,2021-33,2021-08-20 11:50:00,SCT2,Starboard,Rotterdam,3860.0,4882,65935,55534,Panama,2007,10,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,13.0,2021,8,17,1,19,2021-33,226406.0
NYK METEOR - K39/L39,nyk meteor,AL5,2020-37,2020-09-13 21:46:00,SCT1,Starboard,Rotterdam,-1274.0,4882,65935,55534,Panama,2007,10,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,16.0,2020,9,14,0,19,2020-37,25814.0
NYK METEOR - K51/L51,nyk meteor,AL5,2020-48,2020-12-16 11:54:00,SCT3,Starboard,Rotterdam,20424.0,4882,65935,55534,Panama,2007,10,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,17.0,2020,12,2,2,7,2020-48,106446.0
NYK NEBULA - K09/L09,nyk nebula,AL5,2021-16,2021-04-25 13:45:00,SCT3,Starboard,Rotterdam,-345.0,4882,65922,55534,Panama,2007,11,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,11.0,2021,4,25,6,19,2021-16,17383.0
NYK NEBULA - K20/L20,nyk nebula,AL5,2021-29,2021-07-24 07:32:00,SCT3,Starboard,Rotterdam,6482.0,4882,65922,55534,Panama,2007,11,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,15.0,2021,7,19,0,19,2021-29,268123.0
NYK NEBULA - K30/L30,nyk nebula,AL5,2020-28,2020-07-13 12:30:00,SCT1,Starboard,Rotterdam,-390.0,4882,65922,55534,Panama,2007,11,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,10.0,2020,7,13,0,19,2020-28,5204.0
NYK NEBULA - K41/L41,nyk nebula,AL5,2020-38,2020-10-03 20:40:00,SCT1,Starboard,Rotterdam,8710.0,4882,65922,55534,Panama,2007,11,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,13.0,2020,9,27,6,19,2020-38,40773.0
NYK NEBULA - K53/L53,nyk nebula,AL5,2020-49,2020-12-20 20:30:00,SCT3,Starboard,Rotterdam,10140.0,4882,65922,55534,Panama,2007,11,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,29.0,2020,12,13,6,19,2020-49,126739.0
NYK REMUS - K10/L10,nyk remus,AL5,2021-17,2021-05-02 14:00:00,SCT3,Starboard,Rotterdam,6150.0,4922,65981,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0,2021,4,28,2,7,2021-17,15388.0
NYK REMUS - K31/L31,nyk remus,AL5,2020-29,2020-07-21 06:00:00,SCT1,Starboard,Rotterdam,660.0,4922,65981,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,11.0,2020,7,20,0,19,2020-29,4662.0
NYK REMUS - K42/L42,nyk remus,AL5,2020-39,2020-10-06 23:35:00,SCT1,Starboard,Rotterdam,3125.0,4922,65981,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0,2020,10,4,6,19,2020-39,68102.0
NYK REMUS - K54/L54,nyk remus,AL5,2020-50,2021-01-06 14:56:00,SCT3,Starboard,Rotterdam,24206.0,4922,65981,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,36.0,2020,12,20,6,19,2020-50,191671.0
NYK REMUS - K95/L95,nyk remus,AL5,2021-31,2021-08-06 12:20:00,SCT3,Starboard,Rotterdam,2450.0,4922,65981,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0,2021,8,4,2,19,2021-31,190523.0
NYK RIGEL - K08/L08,nyk rigel,AL5,2021-14,2021-04-07 06:10:00,SCT3,Starboard,Rotterdam,-230.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0,2021,4,7,2,10,2021-14,10812.0
NYK RIGEL - K29/L29,nyk rigel,AL5,2020-27,2020-07-06 08:35:00,SCT1,Starboard,Rotterdam,-625.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,3.0,2020,7,6,0,19,2020-27,4223.0
NYK RIGEL - K40/L40,nyk rigel,AL5,2020-37,2020-09-25 17:35:00,SCT1,Starboard,Rotterdam,7085.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0,2020,9,20,6,19,2020-37,25814.0
NYK RIGEL - K52/L52,nyk rigel,AL5,2020-48,2020-12-20 00:15:00,SCT3,Starboard,Rotterdam,19005.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,22.0,2020,12,6,6,19,2020-48,106446.0
NYK RIGEL - K94/L94,nyk rigel,AL5,2021-34,2021-08-23 13:33:00,SCT2,Starboard,Rotterdam,-357.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,9.0,2021,8,23,0,19,2021-34,239341.0
NYK RIGEL - K96/L96,nyk rigel,AL5,2021-29,2021-07-22 15:45:00,SCT5,Starboard,Rotterdam,2655.0,4922,66051,55554,Panama,2009,5,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0,2021,7,20,1,19,2021-29,268123.0
NYK ROMULUS - K11/L11,nyk romulus,AL5,2021-18,2021-05-09 16:31:00,SCT3,Starboard,Rotterdam,8461.0,4922,66750,55554,Singapore,2010,4,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0,2021,5,3,0,19,2021-18,14747.0
NYK ROMULUS - K22/L22,nyk romulus,AL5,2021-31,2021-08-18 19:30:00,SCT3,Starboard,Rotterdam,23040.0,4922,66750,55554,Singapore,2010,4,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0,2021,8,2,0,19,2021-31,190523.0
NYK ROMULUS - K32/L32,nyk romulus,AL5,2020-30,2020-07-27 17:10:00,SCT1,Starboard,Rotterdam,-110.0,4922,66750,55554,Singapore,2010,4,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0,2020,7,27,0,19,2020-30,5289.0
NYK ROMULUS - K43/L43,nyk romulus,AL5,2020-40,2020-10-16 18:54:00,SCT1,Starboard,Rotterdam,7163.0,4922,66750,55554,Singapore,2010,4,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,12.0,2020,10,11,6,19,2020-40,100828.0
NYK ROMULUS - K55/L55,nyk romulus,AL5,2021-00,2021-01-10 10:00:00,SCT3,Starboard,Rotterdam,9510.0,4922,66750,55554,Singapore,2010,4,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0,2021,1,3,6,19,2021-00,367471.0
NYK RUMINA - K06/L06,nyk rumina,AL5,2021-06,2021-03-18 06:55:00,SCT3,Starboard,Rotterdam,45325.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0,2021,2,14,6,19,2021-06,92743.0
NYK RUMINA - K17/L17,nyk rumina,AL5,2021-24,2021-06-21 21:17:00,SCT3,Starboard,Rotterdam,10187.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0,2021,6,14,0,19,2021-24,64289.0
NYK RUMINA - K26/L26,nyk rumina,AL5,2021-38,2021-09-29 18:45:00,SCT5,Starboard,Rotterdam,7365.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0,2021,9,24,4,16,2021-38,235567.0
NYK RUMINA - K49/L49,nyk rumina,AL5,2020-46,2020-11-30 12:45:00,SCT3,Starboard,Rotterdam,12284.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,12.0,2020,11,22,6,0,2020-46,142919.0
NYK RUMINA - K94/L94,nyk rumina,AL5,2020-36,2020-09-06 06:00:00,SCT1,Starboard,Rotterdam,-2220.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0,2020,9,7,0,19,2020-36,21432.0
NYK RUMINA - K95/L95,nyk rumina,AL5,2020-30,2020-07-29 08:03:00,SCT3,Starboard,Rotterdam,-657.0,4922,66750,55554,Singapore,2010,6,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0,2020,7,29,2,19,2020-30,5289.0
ONE APUS - G35/H35,one apus,FP2,2020-40,2020-10-06 14:06:00,SCT2,Starboard,Jeddah,1836.0,14026,139335,144285,Japan,2019,4,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,15.0,2020,10,5,0,7,2020-40,100828.0
ONE AQUILA - G03/H03,one aquila,FP2,2021-05,2021-02-15 05:45:00,SCT2,Starboard,Jeddah,12855.0,14026,138611,144285,Panama,2018,9,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,12.0,2021,2,6,5,7,2021-05,128994.0
ONE AQUILA - G31/H31,one aquila,FP2,2020-36,2020-09-12 07:30:00,SCT2,Starboard,Jeddah,570.0,14026,138611,144285,Panama,2018,9,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,13.0,2020,9,11,4,22,2020-36,21432.0
ONE BLUE JAY - G27/H27,one blue jay,FP2,2020-32,2020-08-19 00:15:00,SCT2,Starboard,Jeddah,8204.0,14026,139335,144285,Japan,2016,2,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2020,8,13,3,7,2020-32,7769.0
ONE BLUE JAY - G46/H46,one blue jay,FP2,2021-01,2021-01-14 10:45:00,SCT2,Starboard,Jeddah,9286.0,14026,139335,144285,Japan,2016,2,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2021,1,7,3,23,2021-01,418669.0
ONE COLUMBA - G11/H11,one columba,FP2,2021-19,2021-05-18 18:00:00,SCT5,Starboard,Jeddah,7110.0,14026,139335,144285,Panama,2018,11,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2021,5,13,3,19,2021-19,16011.0
ONE COLUMBA - G41/H41,one columba,FP2,2020-47,2020-11-28 23:35:00,SCT2,Starboard,Jeddah,7445.0,14026,139335,144285,Panama,2018,11,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2020,11,23,0,19,2020-47,105503.0
ONE CRANE - G05/H05,one crane,FP2,2021-08,2021-03-12 14:15:00,SCT2,Starboard,Jeddah,21285.0,14026,139335,144285,Panama,2016,11,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,16.0,2021,2,25,3,19,2021-08,61249.0
ONE CRANE - G34/H34,one crane,FP2,2020-39,2020-10-01 01:08:00,SCT2,Starboard,Jeddah,2528.0,14026,139335,144285,Panama,2016,11,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2020,9,29,1,7,2020-39,68102.0
ONE CYGNUS - G01/H01,one cygnus,FP2,2021-03,2021-01-27 12:42:00,SCT2,Starboard,Jeddah,11112.0,14026,138611,144285,Japan,2019,7,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,15.0,2021,1,19,1,19,2021-03,252117.0
ONE CYGNUS - G29/H29,one cygnus,FP2,2020-34,2020-09-01 12:20:00,SCT2,Starboard,Jeddah,5330.0,14026,138611,144285,Japan,2019,7,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2020,8,28,4,19,2020-34,9025.0
ONE EAGLE - G26/H26,one eagle,FP2,2020-31,2020-08-08 16:10:00,SCT2,Starboard,Jeddah,5590.0,14026,139335,144285,Japan,2016,9,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,16.0,2020,8,4,1,19,2020-31,6265.0
ONE EAGLE - G45/H45,one eagle,FP2,2020-51,2021-01-04 05:30:00,SCT2,Starboard,Jeddah,20040.0,14026,139335,144285,Japan,2016,9,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,36.0,2020,12,21,0,7,2020-51,249068.0
ONE FALCON - G14/H14,one falcon,FP2,2021-24,2021-06-16 04:15:00,SCT5,Starboard,Jeddah,1965.0,14026,139335,144285,Japan,2017,6,JMU Kure Shipyard,Nippon Yusen Kaisha,0,1,1,16.0,2021,6,14,0,19,2021-24,64289.0
ONE FALCON - G43/H43,one falcon,FP2,2020-49,2020-12-18 04:50:00,SCT2,Starboard,Jeddah,9920.0,14026,139335,144285,Japan,2017,6,JMU Kure Shipyard,Nippon Yusen Kaisha,0,1,1,26.0,2020,12,11,4,7,2020-49,126739.0
ONE GRUS - G15/H15,one grus,FP2,2021-25,2021-06-24 01:05:00,SCT5,Starboard,Jeddah,1055.0,14026,139335,144285,Japan,2019,1,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,13.0,2021,6,23,2,7,2021-25,102576.0
ONE GRUS - G25/H25,one grus,FP2,2020-30,2020-07-31 10:25:00,SCT2,Starboard,Jeddah,4495.0,14026,139335,144285,Japan,2019,1,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,13.0,2020,7,28,1,7,2020-30,5289.0
ONE GRUS - G44/H44,one grus,FP2,2020-50,2020-12-27 23:50:00,SCT2,Starboard,Jeddah,19700.0,14026,139335,144285,Japan,2019,1,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,29.0,2020,12,14,0,7,2020-50,191671.0
ONE IBIS - G02/H02,one ibis,FP2,2021-05,2021-02-10 11:30:00,SCT2,Starboard,Jeddah,9331.0,14026,139335,144285,Panama,2016,5,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,15.0,2021,2,3,2,23,2021-05,128994.0
ONE IBIS - G32/H32,one ibis,FP2,2020-37,2020-09-14 12:35:00,SCT2,Starboard,Jeddah,335.0,14026,139335,144285,Panama,2016,5,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,15.0,2020,9,14,0,7,2020-37,25814.0
ONE MACKINAC - E30/F30,one mackinac,FE4,2020-48,2020-12-21 05:10:00,SCT2,Starboard,Hamburg,22180.0,13870,147420,152297,Japan,2015,8,Imabari SB Hiroshima,K-Line,0,1,1,21.0,2020,12,5,5,19,2020-48,106446.0
ONE MANHATTAN - G07/H07,one manhattan,FP2,2021-11,2021-03-22 20:00:00,SCT5,Starboard,Jeddah,4350.0,13870,147420,152297,Japan,2015,10,Imabari SB Hiroshima,K-Line,0,1,1,15.0,2021,3,19,4,19,2021-11,38485.0
ONE MILLAU - E01/F01,one millau,FE4,2021-01,2021-02-04 05:24:00,SCT2,Starboard,Hamburg,35604.0,13870,147420,152297,Panama,2015,3,Imabari SB Hiroshima,Imabari Shipbuilding,0,1,1,16.0,2021,1,10,6,12,2021-01,418669.0
ONE STORK - G04/H04,one stork,FP2,2021-06,2021-02-22 19:35:00,SCT2,Starboard,Jeddah,18725.0,14026,139335,144285,Japan,2018,6,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,16.0,2021,2,9,1,19,2021-06,92743.0
ONE STORK - G12/H12,one stork,FP2,2021-20,2021-05-28 00:30:00,SCT5,Starboard,Jeddah,5791.0,14026,139335,144285,Japan,2018,6,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,14.0,2021,5,23,6,23,2021-20,11801.0
ONE STORK - G33/H33,one stork,FP2,2020-38,2020-09-22 17:10:00,SCT2,Starboard,Jeddah,609.0,14026,139335,144285,Japan,2018,6,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,1,12.0,2020,9,22,1,7,2020-38,40773.0
ONE SWAN - G09/H09,one swan,FP2,2021-15,2021-04-23 11:50:00,SCT5,Starboard,Jeddah,12231.0,14026,139335,144285,Panama,2017,9,JMU Kure Shipyard,Nippon Yusen Kaisha,0,1,1,15.0,2021,4,14,2,23,2021-15,18450.0
ONE WREN - E08/F08,one wren,FE4,2021-16,2021-05-01 03:30:00,SCT5,Starboard,Hamburg,17040.0,14026,139335,144285,Japan,2018,3,JMU Kure Shipyard,Nippon Yusen Kaisha,0,1,1,14.0,2021,4,19,0,7,2021-16,17383.0
OOCL ASIA - J31/J31,oocl asia,EPIC,2021-38,2021-09-21 13:00:00,SCT3,Starboard,Bremerhaven,0.0,8063,99518,89097,Hong Kong,2006,3,Samsung HI,China COSCO Shipping,0,0,0,12.0,2021,9,21,1,13,2021-38,235567.0
OOCL ASIA - T28/U28,oocl asia,ATA,2020-29,2020-07-25 05:45:00,SCT2,Starboard,Antwerpen,-105.0,8063,99518,89097,Hong Kong,2006,3,Samsung HI,China COSCO Shipping,0,0,0,10.0,2020,7,25,5,7,2020-29,4662.0
OOCL ASIA - T33/U33,oocl asia,ATA,2020-34,2020-08-29 09:00:00,SCT3,Starboard,Antwerpen,90.0,8063,99518,89097,Hong Kong,2006,3,Samsung HI,China COSCO Shipping,0,0,0,14.0,2020,8,29,5,7,2020-34,9025.0
OOCL ATLANTA - T02/U02,oocl atlanta,ATA,2021-04,2021-01-31 04:10:00,SCT3,Starboard,Antwerpen,3400.0,8063,99518,89097,Hong Kong,2005,3,Samsung HI,China COSCO Shipping,0,0,0,14.0,2021,1,28,3,19,2021-04,170326.0
OOCL ATLANTA - T07/U07,oocl atlanta,ATA,2021-09,2021-03-13 17:30:00,SCT3,Starboard,Antwerpen,10680.0,8063,99518,89097,Hong Kong,2005,3,Samsung HI,China COSCO Shipping,0,0,0,14.0,2021,3,6,5,7,2021-09,42339.0
OOCL ATLANTA - T16/U16,oocl atlanta,ATA,2021-20,2021-05-28 12:05:00,SCT3,Starboard,Antwerpen,6755.0,8063,99518,89097,Hong Kong,2005,3,Samsung HI,China COSCO Shipping,0,0,0,14.0,2021,5,23,6,19,2021-20,11801.0
OOCL ATLANTA - T38/U38,oocl atlanta,ATA,2020-39,2020-10-04 07:30:00,SCT2,Starboard,Antwerpen,1440.0,8063,99518,89097,Hong Kong,2005,3,Samsung HI,China COSCO Shipping,0,0,0,13.0,2020,10,3,5,7,2020-39,68102.0
OOCL ATLANTA - T43/U43,oocl atlanta,ATA,2020-44,2020-11-13 15:09:00,SCT2,Starboard,Antwerpen,9099.0,8063,99518,89097,Hong Kong,2005,3,Samsung HI,China COSCO Shipping,0,0,0,13.0,2020,11,7,5,7,2020-44,157296.0
OOCL BELGIUM - X38/X38,oocl belgium,ADHOC,2020-39,2020-10-01 03:11:00,SCT3,Starboard,Port Kelang,461.0,2808,40972,39174,Hong Kong,1998,9,Daewoo (DSME),China COSCO Shipping,0,0,0,6.0,2020,9,30,2,19,2020-39,68102.0
OOCL MONTREAL - V04/W04,oocl montreal,GEX2,2021-05,2021-02-01 23:58:00,SCT3,Starboard,Antwerpen,-452.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,13.0,2021,2,2,1,7,2021-05,128994.0
OOCL MONTREAL - V08/W08,oocl montreal,GEX2,2021-09,2021-03-03 13:20:00,SCT3,Starboard,Antwerpen,1790.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,10.0,2021,3,2,1,7,2021-09,42339.0
OOCL MONTREAL - V12/W12,oocl montreal,GEX2,2021-13,2021-03-30 06:45:00,SCT2,Starboard,Antwerpen,-45.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,15.0,2021,3,30,1,7,2021-13,26785.0
OOCL MONTREAL - V16/W16,oocl montreal,GEX2,2021-17,2021-04-27 17:30:00,SCT2,Starboard,Antwerpen,600.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,12.0,2021,4,27,1,7,2021-17,15388.0
OOCL MONTREAL - V20/W20,oocl montreal,GEX2,2021-21,2021-05-25 09:48:00,SCT3,Starboard,Antwerpen,138.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,15.0,2021,5,25,1,7,2021-21,21547.0
OOCL MONTREAL - V26/W26,oocl montreal,GEX2,2020-28,2020-07-14 03:21:00,SCT2,Starboard,Antwerpen,-219.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,10.0,2020,7,14,1,7,2020-28,5204.0
OOCL MONTREAL - V29/W29,oocl montreal,GEX2,2021-30,2021-07-27 05:58:00,SCT3,Starboard,Antwerpen,-92.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,12.0,2021,7,27,1,7,2021-30,184195.0
OOCL MONTREAL - V30/W30,oocl montreal,GEX2,2020-32,2020-08-12 10:14:00,SCT3,Starboard,Antwerpen,1634.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,17.0,2020,8,11,1,7,2020-32,7769.0
OOCL MONTREAL - V33/W33,oocl montreal,GEX2,2021-34,2021-08-24 06:30:00,SCT5,Starboard,Antwerpen,-60.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0,2021,8,24,1,7,2021-34,239341.0
OOCL MONTREAL - V34/W34,oocl montreal,GEX2,2020-36,2020-09-08 06:45:00,SCT3,Starboard,Antwerpen,-15.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0,2020,9,8,1,7,2020-36,21432.0
OOCL MONTREAL - V37/W37,oocl montreal,GEX2,2021-38,2021-09-21 07:15:00,SCT5,Starboard,Antwerpen,-15.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,11.0,2021,9,21,1,7,2021-38,235567.0
OOCL MONTREAL - V38/W38,oocl montreal,GEX2,2020-40,2020-10-05 22:15:00,SCT3,Starboard,Antwerpen,-525.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,11.0,2020,10,6,1,7,2020-40,100828.0
OOCL MONTREAL - V42/W42,oocl montreal,GEX2,2020-44,2020-11-03 23:57:00,SCT3,Starboard,Antwerpen,1017.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0,2020,11,3,1,7,2020-44,157296.0
OOCL MONTREAL - V46/W46,oocl montreal,GEX2,2020-48,2020-12-04 23:48:00,SCT3,Starboard,Antwerpen,5328.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,16.0,2020,12,1,1,7,2020-48,106446.0
OOCL MONTREAL - V50/W50,oocl montreal,GEX2,2021-01,2021-01-05 16:26:00,SCT3,Starboard,Antwerpen,566.0,4402,47828,55994,Hong Kong,2003,6,Daewoo (DSME),China COSCO Shipping,0,0,0,16.0,2021,1,5,1,7,2021-01,418669.0
OOCL RAUMA - 28R/28R,oocl rauma,RFS4,2020-28,2020-07-15 04:30:00,SCT4,Starboard,Rotterdam,570.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,11.0,2020,7,14,1,19,2020-28,5204.0
OOCL RAUMA - 30R/30R,oocl rauma,RFS4,2020-30,2020-07-28 19:00:00,SCT4,Starboard,Rotterdam,0.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,14.0,2020,7,28,1,19,2020-30,5289.0
OOCL RAUMA - 32R/32R,oocl rauma,RFS4,2020-32,2020-08-11 18:00:00,SCT4,Starboard,Rotterdam,-60.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,18.0,2020,8,11,1,19,2020-32,7769.0
OOCL RAUMA - 34R/34R,oocl rauma,RFS4,2020-34,2020-08-26 18:30:00,SCT4,Starboard,Rotterdam,1410.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,16.0,2020,8,25,1,19,2020-34,9025.0
OOCL RAUMA - 36R/36R,oocl rauma,RFS4,2020-36,2020-09-08 22:50:00,SCT4,Starboard,Rotterdam,230.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,15.0,2020,9,8,1,19,2020-36,21432.0
OOCL RAUMA - 38R/38R,oocl rauma,RFS4,2020-38,2020-09-25 09:15:00,SCT4,Starboard,Rotterdam,3735.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,13.0,2020,9,22,1,19,2020-38,40773.0
OOCL RAUMA - 40R/40R,oocl rauma,RFS4,2020-40,2020-10-06 22:30:00,SCT4,Starboard,Rotterdam,210.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,12.0,2020,10,6,1,19,2020-40,100828.0
OOCL RAUMA - 42R/42R,oocl rauma,RFS4,2020-42,2020-10-22 01:55:00,SCT4,Starboard,Rotterdam,1855.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,16.0,2020,10,20,1,19,2020-42,151548.0
OOCL RAUMA - 44R/44R,oocl rauma,RFS4,2020-44,2020-11-06 06:00:00,SCT4,Starboard,Rotterdam,3540.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,15.0,2020,11,3,1,19,2020-44,157296.0
OOCL RAUMA - 46R/46R,oocl rauma,RFS4,2020-46,2020-11-22 05:04:00,SCT4,Starboard,Rotterdam,6364.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,13.0,2020,11,17,1,19,2020-46,142919.0
OOCL RAUMA - 48R/48R,oocl rauma,RFS4,2020-48,2020-12-11 03:09:00,SCT4,Starboard,Rotterdam,13449.0,1425,16950,17600,Netherlands,2009,11,J. J. Sietas,JR Shipping BV,0,0,0,17.0,2020,12,1,1,19,2020-48,106446.0
OOCL SEOUL - T13/U13,oocl seoul,ATA,2021-16,2021-04-26 03:16:00,SCT3,Starboard,Antwerpen,2626.0,8063,99518,89097,Hong Kong,2010,1,Samsung HI,China COSCO Shipping,0,0,1,14.0,2021,4,24,5,7,2021-16,17383.0
OOCL SEOUL - T23/U23,oocl seoul,ATA,2021-28,2021-07-19 18:50:00,SCT3,Starboard,Antwerpen,5000.0,8063,99518,89097,Hong Kong,2010,1,Samsung HI,China COSCO Shipping,0,0,1,11.0,2021,7,16,4,7,2021-28,316114.0
PALENA - O19/O19,palena,AL2,2021-19,2021-05-15 18:35:00,SCT2,Starboard,Rotterdam,7865.0,6765,91110,73934,Liberia,2006,12,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,1,15.0,2021,5,10,0,7,2021-19,16011.0
PALENA - O24/O24,palena,AL2,2021-24,2021-07-04 17:45:00,SCT2,Starboard,Rotterdam,29415.0,6765,91110,73934,Liberia,2006,12,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,1,15.0,2021,6,14,0,7,2021-24,64289.0
PALENA - O32/O32,palena,AL2,2021-32,2021-08-14 07:12:00,SCT3,Starboard,Le Havre,-18.0,6765,91110,73934,Liberia,2006,12,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,1,15.0,2021,8,14,5,7,2021-32,199040.0
