Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
HELGA,ISX5,INBOUND,2021-01-04 07:00:00,SCT1,Starboard,2021-01-05 07:00:00,"Dublin, Ireland",01D/01D,2020-12-20 00:00:00,3283,HELGA - 01D/01D
HELGA,ISX5,ARRIVED,2021-01-04 13:00:00,SCT1,Starboard,2021-01-08 19:30:00,"Dublin, Ireland",01D/01D,2021-01-05 00:00:00,97,HELGA - 01D/01D
HELGA,ISX5,INBOUND,2021-01-11 19:30:00,SCT1,Starboard,2021-01-12 19:30:00,"Dublin, Ireland",02D/02D,2020-12-30 00:00:00,4936,HELGA - 02D/02D
HELGA,ISX5,ARRIVED,2021-01-12 13:35:00,SCT1,Starboard,2021-01-14 11:15:00,"Dublin, Ireland",02D/02D,2021-01-15 00:00:00,1656,HELGA - 02D/02D
HELGA,ISX5,INBOUND,2021-01-18 19:30:00,SCT1,Starboard,2021-01-19 19:30:00,"Dublin, Ireland",03D/03D,2021-01-05 00:00:00,67,HELGA - 03D/03D
HELGA,ISX5,ARRIVED,2021-01-22 18:15:00,SCT1,Starboard,2021-01-24 13:31:00,"Dublin, Ireland",03D/03D,2021-01-25 00:00:00,3338,HELGA - 03D/03D
HELGA,ISX5,INBOUND,2021-01-25 19:30:00,SCT1,Starboard,2021-01-26 19:30:00,"Dublin, Ireland",04D/04D,2021-01-15 00:00:00,1620,HELGA - 04D/04D
HELGA,ISX5,ARRIVED,2021-02-05 01:36:00,SCT1,Starboard,2021-02-05 19:30:00,"Dublin, Ireland",04D/04D,2021-02-05 00:00:00,159,HELGA - 04D/04D
HELGA,ISX5,INBOUND,2021-02-01 19:30:00,SCT1,Starboard,2021-02-02 19:30:00,"Dublin, Ireland",05D/05D,2021-01-20 00:00:00,2489,HELGA - 05D/05D
HELGA,ISX5,ARRIVED,2021-02-18 22:35:00,SCT1,Starboard,2021-02-20 10:35:00,"Dublin, Ireland",05D/05D,2021-02-20 00:00:00,2567,HELGA - 05D/05D
HELGA,ISX5,INBOUND,2021-02-09 19:30:00,SCT1,Starboard,2021-02-10 19:30:00,"Dublin, Ireland",06D/06D,2021-01-25 00:00:00,3346,HELGA - 06D/06D
HELGA,ISX5,ARRIVED,2021-03-03 18:05:00,SCT1,Starboard,2021-03-04 22:10:00,"Dublin, Ireland",06D/06D,2021-03-05 00:00:00,200,HELGA - 06D/06D
HELGA,ISX5,INBOUND,2021-02-26 19:30:00,SCT1,Starboard,2021-02-26 19:30:00,"Dublin, Ireland",07D/07D,2021-02-15 00:00:00,1684,HELGA - 07D/07D
HELGA,ISX5,ARRIVED,2021-03-15 05:00:00,SCT1,Starboard,2021-03-16 12:00:00,"Dublin, Ireland",07D/07D,2021-03-15 00:00:00,1770,HELGA - 07D/07D
HELGA,ISX5,INBOUND,2021-03-16 19:30:00,SCT1,Starboard,2021-03-17 19:30:00,"Dublin, Ireland",08D/08D,2021-03-05 00:00:00,177,HELGA - 08D/08D
HELGA,ISX5,ARRIVED,2021-03-22 07:30:00,SCT1,Starboard,2021-03-23 07:34:00,"Dublin, Ireland",08D/08D,2021-03-25 00:00:00,3455,HELGA - 08D/08D
HELGA,ISX5,INBOUND,2021-03-25 07:30:00,SCT1,Starboard,2021-03-26 07:30:00,"Dublin, Ireland",09D/09D,2021-03-10 00:00:00,986,HELGA - 09D/09D
HELGA,ISX5,ARRIVED,2021-03-29 21:10:00,SCT1,Starboard,2021-03-30 16:45:00,"Dublin, Ireland",09D/09D,2021-03-31 00:00:00,4976,HELGA - 09D/09D
HELGA,ISX5,INBOUND,2021-04-05 19:30:00,SCT1,Starboard,2021-04-06 19:30:00,"Dublin, Ireland",10D/10D,2021-03-20 00:00:00,2610,HELGA - 10D/10D
HELGA,ISX5,ARRIVED,2021-04-07 01:36:00,SCT2,Starboard,2021-04-08 11:00:00,"Dublin, Ireland",10D/10D,2021-04-10 00:00:00,1053,HELGA - 10D/10D
HELGA,ISX3A,INBOUND,2021-04-11 19:30:00,SCT1,Starboard,2021-04-12 19:30:00,"Belfast, United Kingdom",11D/11D,2021-03-31 00:00:00,4997,HELGA - 11D/11D
HELGA,ISX3,ARRIVED,2021-04-12 18:54:00,SCT1,Starboard,2021-04-13 19:30:00,"Rotterdam, Netherlands",11D/11D,2021-04-15 00:00:00,1830,HELGA - 11D/11D
HELGA,ISX3,INBOUND,2021-04-21 19:30:00,SCT1,Starboard,2021-04-22 19:30:00,"Rotterdam, Netherlands",12A/12A,2021-04-10 00:00:00,1038,HELGA - 12A/12A
HELGA,ISX3,ARRIVED,2021-04-22 14:50:00,SCT1,Starboard,2021-04-23 05:00:00,"Rotterdam, Netherlands",12A/12A,2021-04-25 00:00:00,3527,HELGA - 12A/12A
HELGA,ISX3,INBOUND,2021-05-15 07:30:00,SCT1,Starboard,2021-05-16 07:30:00,"Rotterdam, Netherlands",21A/21A,2021-05-10 00:00:00,1082,HELGA - 21A/21A
HELGA,ISX3,ARRIVED,2021-05-25 01:18:00,SCT1,Starboard,2021-05-26 07:30:00,"Rotterdam, Netherlands",21A/21A,2021-05-25 00:00:00,3602,HELGA - 21A/21A
HELGA,ISX3B,INBOUND,2020-07-10 07:30:00,SCT3,Starboard,2020-07-11 07:30:00,"Liverpool, United Kingdom",21B/21B,2020-07-04 00:00:00,24,HELGA - 21B/21B
HELGA,ISX3B,ARRIVED,2020-07-10 13:41:00,SCT4,Starboard,2020-07-11 14:00:00,"Liverpool, United Kingdom",21B/21B,2020-07-15 00:00:00,1989,HELGA - 21B/21B
HELGA,ISX3B,INBOUND,2020-07-18 07:30:00,SCT4,Starboard,2020-07-19 07:30:00,"Liverpool, United Kingdom",22B/22B,2020-07-10 00:00:00,1199,HELGA - 22B/22B
HELGA,ISX3B,ARRIVED,2020-07-20 14:45:00,SCT4,Starboard,2020-07-21 15:58:00,"Liverpool, United Kingdom",22B/22B,2020-07-25 00:00:00,3669,HELGA - 22B/22B
HELGA,ISX3B,INBOUND,2020-07-23 19:30:00,SCT4,Starboard,2020-07-24 19:30:00,"Liverpool, United Kingdom",23B/23B,2020-07-15 00:00:00,1979,HELGA - 23B/23B
HELGA,ISX3B,ARRIVED,2020-07-30 12:40:00,SCT4,Starboard,2020-07-31 10:10:00,"Liverpool, United Kingdom",23B/23B,2020-08-05 00:00:00,469,HELGA - 23B/23B
HELGA,ISX3B,INBOUND,2020-07-29 07:30:00,SCT4,Starboard,2020-07-30 07:30:00,"Liverpool, United Kingdom",24B/24B,2020-07-15 00:00:00,1974,HELGA - 24B/24B
HELGA,ISX3B,ARRIVED,2020-08-09 05:45:00,SCT4,Starboard,2020-08-09 18:54:00,"Liverpool, United Kingdom",24B/24B,2020-08-10 00:00:00,1296,HELGA - 24B/24B
HELGA,ISX3B,INBOUND,2020-08-08 07:30:00,SCT4,Starboard,2020-08-09 07:30:00,"Liverpool, United Kingdom",25B/25B,2020-07-25 00:00:00,3689,HELGA - 25B/25B
HELGA,ISX3B,ARRIVED,2020-08-18 13:53:00,SCT4,Starboard,2020-08-19 13:24:00,"Liverpool, United Kingdom",25B/25B,2020-08-20 00:00:00,2975,HELGA - 25B/25B
HELGA,ISX3B,INBOUND,2020-08-14 07:30:00,SCT4,Starboard,2020-08-15 07:30:00,"Liverpool, United Kingdom",26B/26B,2020-07-30 00:00:00,4516,HELGA - 26B/26B
HELGA,ISX3B,ARRIVED,2020-08-28 06:45:00,SCT4,Starboard,2020-08-28 19:15:00,"Liverpool, United Kingdom",26B/26B,2020-08-30 00:00:00,4620,HELGA - 26B/26B
HELGA,ISX3B,INBOUND,2020-08-25 07:30:00,SCT4,Starboard,2020-08-26 07:30:00,"Liverpool, United Kingdom",27B/27B,2020-08-15 00:00:00,2058,HELGA - 27B/27B
HELGA,ISX3B,ARRIVED,2020-09-05 07:00:00,SCT4,Starboard,2020-09-06 11:11:00,"Liverpool, United Kingdom",27B/27B,2020-09-10 00:00:00,1371,HELGA - 27B/27B
HELGA,ISX3B,INBOUND,2020-08-29 07:30:00,SCT4,Starboard,2020-08-30 07:30:00,"Liverpool, United Kingdom",28B/28B,2020-08-15 00:00:00,2108,HELGA - 28B/28B
HELGA,ISX3B,ARRIVED,2020-09-14 05:30:00,SCT4,Starboard,2020-09-15 03:00:00,"Liverpool, United Kingdom",28B/28B,2020-09-15 00:00:00,2199,HELGA - 28B/28B
HELGA,ISX3,INBOUND,2021-06-08 19:30:00,SCT1,Starboard,2021-06-09 19:30:00,"Rotterdam, Netherlands",29A/29A,2021-05-30 00:00:00,4383,HELGA - 29A/29A
HELGA,ISX3,ARRIVED,2021-06-10 11:10:00,SCT1,Starboard,2021-06-11 01:00:00,"Rotterdam, Netherlands",29A/29A,2021-06-15 00:00:00,1922,HELGA - 29A/29A
HELGA,ISX3,INBOUND,2021-06-21 19:30:00,SCT1,Starboard,2021-06-22 19:30:00,"Rotterdam, Netherlands",33A/33A,2021-06-10 00:00:00,1142,HELGA - 33A/33A
HELGA,ISX3,ARRIVED,2021-06-23 08:20:00,SCT3,Portside,2021-06-24 01:02:00,"Rotterdam, Netherlands",33A/33A,2021-06-25 00:00:00,3627,HELGA - 33A/33A
HELGA,ISX3,INBOUND,2021-06-27 19:30:00,SCT1,Starboard,2021-06-28 19:30:00,"Rotterdam, Netherlands",36A/36A,2021-06-10 00:00:00,1155,HELGA - 36A/36A
HELGA,ISX3,ARRIVED,2021-07-01 05:20:00,SCT1,Portside,2021-07-01 19:30:00,"Rotterdam, Netherlands",36A/36A,2021-07-05 00:00:00,402,HELGA - 36A/36A
HELGA,ISX3,INBOUND,2021-07-08 19:30:00,SCT1,Portside,2021-07-09 19:30:00,"Rotterdam, Netherlands",40A/40A,2021-06-25 00:00:00,3610,HELGA - 40A/40A
HELGA,ISX3,ARRIVED,2021-07-15 06:15:00,SCT1,Portside,2021-07-15 15:00:00,"Rotterdam, Netherlands",40A/40A,2021-07-15 00:00:00,2046,HELGA - 40A/40A
HELGA,ISX5,INBOUND,2020-09-23 07:31:00,SCT4,Starboard,2020-09-23 19:31:00,"Dublin, Ireland",40D/40D,2020-09-20 00:00:00,3087,HELGA - 40D/40D
HELGA,ISX5,ARRIVED,2020-09-23 12:47:00,SCT4,Starboard,2020-09-24 07:34:00,"Dublin, Ireland",40D/40D,2020-09-25 00:00:00,3947,HELGA - 40D/40D
HELGA,ISX5,INBOUND,2020-09-28 19:31:00,SCT4,Starboard,2020-09-29 19:31:00,"Dublin, Ireland",41D/41D,2020-09-20 00:00:00,3055,HELGA - 41D/41D
HELGA,ISX5,ARRIVED,2020-10-01 23:55:00,SCT1,Portside,2020-10-03 02:35:00,"Dublin, Ireland",41D/41D,2020-10-05 00:00:00,655,HELGA - 41D/41D
HELGA,ISX5,INBOUND,2020-10-08 07:31:00,SCT4,Starboard,2020-10-09 07:30:00,"Dublin, Ireland",42D/42D,2020-10-05 00:00:00,666,HELGA - 42D/42D
HELGA,ISX5,ARRIVED,2020-10-13 18:45:00,SCT1,Starboard,2020-10-14 14:10:00,"Dublin, Ireland",42D/42D,2020-10-15 00:00:00,2300,HELGA - 42D/42D
HELGA,ISX5,INBOUND,2020-10-07 19:31:00,SCT4,Starboard,2020-10-08 19:30:00,"Dublin, Ireland",43D/43D,2020-09-25 00:00:00,3916,HELGA - 43D/43D
HELGA,ISX5,ARRIVED,2020-10-20 07:40:00,SCT4,Starboard,2020-10-21 23:59:00,"Dublin, Ireland",43D/43D,2020-10-20 00:00:00,3157,HELGA - 43D/43D
HELGA,ISX5,INBOUND,2020-10-22 19:30:00,SCT4,Starboard,2020-10-23 19:30:00,"Dublin, Ireland",44D/44D,2020-10-10 00:00:00,1500,HELGA - 44D/44D
HELGA,ISX5,ARRIVED,2020-10-28 03:38:00,SCT4,Starboard,2020-10-29 04:18:00,"Dublin, Ireland",44D/44D,2020-10-30 00:00:00,4810,HELGA - 44D/44D
HELGA,ISX3,INBOUND,2021-07-29 07:30:00,SCT4,Starboard,2021-07-30 07:30:00,"Rotterdam, Netherlands",45A/45A,2021-07-15 00:00:00,2027,HELGA - 45A/45A
HELGA,ISX3,ARRIVED,2021-07-28 02:50:00,SCT4,Starboard,2021-07-28 17:12:00,"Rotterdam, Netherlands",45A/45A,2021-07-30 00:00:00,4537,HELGA - 45A/45A
HELGA,ISX5,INBOUND,2020-11-03 07:30:00,SCT4,Starboard,2020-11-03 19:30:00,"Dublin, Ireland",45D/45D,2020-10-20 00:00:00,3200,HELGA - 45D/45D
HELGA,ISX5,ARRIVED,2020-11-04 23:50:00,SCT4,Starboard,2020-11-06 02:00:00,"Dublin, Ireland",45D/45D,2020-11-05 00:00:00,763,HELGA - 45D/45D
HELGA,ISX5,INBOUND,2020-11-11 07:30:00,SCT4,Starboard,2020-11-12 07:30:00,"Dublin, Ireland",46D/46D,2020-10-30 00:00:00,4799,HELGA - 46D/46D
HELGA,ISX5,ARRIVED,2020-11-11 02:25:00,SCT1,Starboard,2020-11-12 07:09:00,"Dublin, Ireland",46D/46D,2020-11-15 00:00:00,2338,HELGA - 46D/46D
HELGA,ISX5,INBOUND,2020-11-16 19:30:00,SCT4,Starboard,2020-11-17 19:30:00,"Dublin, Ireland",47D/47D,2020-11-05 00:00:00,789,HELGA - 47D/47D
HELGA,ISX5,ARRIVED,2020-11-18 17:00:00,SCT3,Starboard,2020-11-19 18:55:00,"Dublin, Ireland",47D/47D,2020-11-20 00:00:00,3236,HELGA - 47D/47D
HELGA,ISX5,INBOUND,2020-11-24 07:30:00,SCT4,Starboard,2020-11-24 19:30:00,"Dublin, Ireland",48D/48D,2020-11-10 00:00:00,1558,HELGA - 48D/48D
HELGA,ISX5,ARRIVED,2020-11-24 22:35:00,SCT1,Starboard,2020-11-26 04:00:00,"Dublin, Ireland",48D/48D,2020-11-25 00:00:00,4109,HELGA - 48D/48D
HELGA,ISX3,INBOUND,2021-08-04 19:30:00,SCT4,Starboard,2021-08-05 19:30:00,"Rotterdam, Netherlands",49A/49A,2021-07-20 00:00:00,2894,HELGA - 49A/49A
HELGA,ISX3,ARRIVED,2021-08-05 17:00:00,SCT4,Starboard,2021-08-06 01:26:00,"Rotterdam, Netherlands",49A/49A,2021-08-10 00:00:00,1367,HELGA - 49A/49A
HELGA,ISX5,INBOUND,2020-11-30 07:30:00,SCT1,Starboard,2020-11-30 19:30:00,"Dublin, Ireland",49D/49D,2020-11-15 00:00:00,2415,HELGA - 49D/49D
HELGA,ISX5,ARRIVED,2020-12-05 18:30:00,SCT1,Starboard,2020-12-07 18:00:00,"Dublin, Ireland",49D/49D,2020-12-10 00:00:00,1574,HELGA - 49D/49D
HELGA,ISX5,INBOUND,2020-12-07 19:00:00,SCT1,Starboard,2020-12-08 19:00:00,"Dublin, Ireland",50D/50D,2020-11-30 00:00:00,4898,HELGA - 50D/50D
HELGA,ISX5,ARRIVED,2020-12-13 23:22:00,SCT1,Starboard,2020-12-15 02:55:00,"Dublin, Ireland",50D/50D,2020-12-15 00:00:00,2462,HELGA - 50D/50D
HELGA,ISX5,INBOUND,2020-12-14 19:00:00,SCT1,Starboard,2020-12-15 19:00:00,"Dublin, Ireland",51D/51D,2020-11-30 00:00:00,4881,HELGA - 51D/51D
HELGA,ISX5,ARRIVED,2020-12-22 19:10:00,SCT1,Starboard,2020-12-23 02:45:00,"Dublin, Ireland",51D/51D,2020-12-25 00:00:00,4125,HELGA - 51D/51D
HELGA,ISX3,INBOUND,2021-08-18 07:30:00,SCT4,Starboard,2021-08-19 07:30:00,"Rotterdam, Netherlands",52A/52A,2021-08-05 00:00:00,507,HELGA - 52A/52A
HELGA,ISX3,ARRIVED,2021-08-18 01:00:00,SCT2,Starboard,2021-08-18 03:30:00,"Rotterdam, Netherlands",52A/52A,2021-08-20 00:00:00,3023,HELGA - 52A/52A
HELGA,ISX5,INBOUND,2020-12-28 07:00:00,SCT1,Starboard,2020-12-29 07:00:00,"Dublin, Ireland",52D/52D,2020-12-15 00:00:00,2432,HELGA - 52D/52D
HELGA,ISX5,ARRIVED,2020-12-27 12:30:00,SCT1,Starboard,2020-12-29 03:00:00,"Dublin, Ireland",52D/52D,2020-12-30 00:00:00,4917,HELGA - 52D/52D
HELGA,ISX3,INBOUND,2021-08-24 14:00:00,SCT4,Starboard,2021-08-25 14:00:00,"Rotterdam, Netherlands",54A/54A,2021-08-10 00:00:00,1334,HELGA - 54A/54A
HELGA,ISX3,ARRIVED,2021-08-25 00:42:00,SCT5,Starboard,2021-08-25 15:00:00,"Rotterdam, Netherlands",54A/54A,2021-08-25 00:00:00,3868,HELGA - 54A/54A
HELGA,ISX5,INBOUND,2020-09-25 09:00:00,SCT3,Starboard,2020-09-26 04:00:00,"Dublin, Ireland",X37/X37,2020-09-25 00:00:00,3939,HELGA - X37/X37
HELGA,ISX5,ARRIVED,2020-09-25 08:14:00,SCT3,Starboard,2020-09-26 02:30:00,"Dublin, Ireland",X37/X37,2020-09-30 00:00:00,4699,HELGA - X37/X37
HELMUT,ISX3,INBOUND,2021-05-04 19:30:00,SCT1,Starboard,2021-05-05 19:30:00,"Rotterdam, Netherlands",18A/18A,2021-04-20 00:00:00,2689,HELMUT - 18A/18A
HELMUT,ISX3,ARRIVED,2021-05-05 11:00:00,SCT1,Starboard,2021-05-06 03:00:00,"Rotterdam, Netherlands",18A/18A,2021-05-10 00:00:00,1128,HELMUT - 18A/18A
HELMUT,ISX3,INBOUND,2021-05-09 19:30:00,SCT1,Starboard,2021-05-10 07:30:00,"Rotterdam, Netherlands",20A/20A,2021-04-25 00:00:00,3544,HELMUT - 20A/20A
HELMUT,ISX3,ARRIVED,2021-05-11 00:15:00,SCT1,Starboard,2021-05-12 02:08:00,"Rotterdam, Netherlands",20A/20A,2021-05-15 00:00:00,1843,HELMUT - 20A/20A
HELMUT,ISX3,INBOUND,2021-05-19 19:30:00,SCT1,Starboard,2021-05-20 19:30:00,"Rotterdam, Netherlands",22A/22A,2021-05-10 00:00:00,1129,HELMUT - 22A/22A
HELMUT,ISX3,ARRIVED,2021-05-26 00:40:00,SCT1,Starboard,2021-05-26 21:05:00,"Rotterdam, Netherlands",22A/22A,2021-05-30 00:00:00,4380,HELMUT - 22A/22A
HELMUT,ISX3,INBOUND,2021-06-05 07:30:00,SCT1,Starboard,2021-06-06 07:30:00,"Rotterdam, Netherlands",27A/27A,2021-05-25 00:00:00,3560,HELMUT - 27A/27A
HELMUT,ISX3,ARRIVED,2021-06-08 06:00:00,SCT1,Starboard,2021-06-09 00:20:00,"Rotterdam, Netherlands",27A/27A,2021-06-10 00:00:00,1133,HELMUT - 27A/27A
HELMUT,ISX3,INBOUND,2021-06-11 19:30:00,SCT1,Starboard,2021-06-12 19:30:00,"Rotterdam, Netherlands",30A/30A,2021-05-30 00:00:00,4406,HELMUT - 30A/30A
HELMUT,ISX3,ARRIVED,2021-06-14 07:10:00,SCT1,Starboard,2021-06-14 19:37:00,"Rotterdam, Netherlands",30A/30A,2021-06-15 00:00:00,1932,HELMUT - 30A/30A
HELMUT,ISX3,INBOUND,2021-06-23 19:30:00,SCT1,Starboard,2021-06-24 19:30:00,"Rotterdam, Netherlands",34A/34A,2021-06-10 00:00:00,1149,HELMUT - 34A/34A
HELMUT,ISX3,ARRIVED,2021-07-01 21:45:00,SCT1,Portside,2021-07-02 19:00:00,"Rotterdam, Netherlands",34A/34A,2021-07-05 00:00:00,405,HELMUT - 34A/34A
HELMUT,ISX3,INBOUND,2021-07-10 07:30:00,SCT1,Portside,2021-07-11 07:30:00,"Rotterdam, Netherlands",39A/39A,2021-06-30 00:00:00,4441,HELMUT - 39A/39A
HELMUT,ISX3,ARRIVED,2021-07-18 14:07:00,SCT3,Portside,2021-07-19 06:40:00,"Rotterdam, Netherlands",39A/39A,2021-07-20 00:00:00,2925,HELMUT - 39A/39A
HELMUT,ISX3,INBOUND,2021-07-13 07:30:00,SCT1,Starboard,2021-07-14 07:30:00,"Rotterdam, Netherlands",42A/42A,2021-06-30 00:00:00,4435,HELMUT - 42A/42A
HELMUT,ISX3,ARRIVED,2021-07-29 00:30:00,SCT5,Starboard,2021-07-29 19:00:00,"Rotterdam, Netherlands",42A/42A,2021-07-30 00:00:00,4535,HELMUT - 42A/42A
HELMUT,ISX3,INBOUND,2021-08-05 19:30:00,SCT4,Starboard,2021-08-06 19:30:00,"Rotterdam, Netherlands",46A/46A,2021-07-20 00:00:00,2892,HELMUT - 46A/46A
HELMUT,ISX3,ARRIVED,2021-08-11 19:30:00,SCT4,Starboard,2021-08-12 09:16:00,"Rotterdam, Netherlands",46A/46A,2021-08-15 00:00:00,2129,HELMUT - 46A/46A
HELMUT,ISX3,INBOUND,2021-08-11 07:30:00,SCT4,Starboard,2021-08-12 07:30:00,"Rotterdam, Netherlands",51A/51A,2021-07-30 00:00:00,4561,HELMUT - 51A/51A
HELMUT,ISX3,ARRIVED,2021-08-19 21:40:00,SCT5,Starboard,2021-08-20 19:30:00,"Rotterdam, Netherlands",51A/51A,2021-08-20 00:00:00,3028,HELMUT - 51A/51A
HELMUT,ISX3,INBOUND,2021-08-29 07:30:00,SCT3,Starboard,2021-08-30 07:30:00,"Rotterdam, Netherlands",56A/56A,2021-08-15 00:00:00,2134,HELMUT - 56A/56A
HELMUT,ISX3,ARRIVED,2021-09-05 01:46:00,SCT4,Starboard,2021-09-05 11:30:00,"Rotterdam, Netherlands",56A/56A,2021-09-05 00:00:00,623,HELMUT - 56A/56A
HELMUT,ISX3,INBOUND,2021-09-11 07:30:00,SCT4,Starboard,2021-09-12 07:30:00,"Rotterdam, Netherlands",61A/61A,2021-08-30 00:00:00,4675,HELMUT - 61A/61A
HELMUT,ISX3,ARRIVED,2021-09-20 07:30:00,SCT2,Starboard,2021-09-20 19:30:00,"Rotterdam, Netherlands",61A/61A,2021-09-20 00:00:00,3127,HELMUT - 61A/61A
HELMUT,ISX3,INBOUND,2021-09-21 19:30:00,SCT4,Starboard,2021-09-22 19:30:00,"Rotterdam, Netherlands",65A/65A,2021-09-10 00:00:00,1470,HELMUT - 65A/65A
HELMUT,ISX3,ARRIVED,2021-09-26 07:00:00,SCT4,Starboard,2021-09-26 23:18:00,"Rotterdam, Netherlands",65A/65A,2021-09-30 00:00:00,4750,HELMUT - 65A/65A
HERTA,CULINES,INBOUND,2021-09-30 07:30:00,SCT2,Starboard,2021-09-30 19:30:00,"Rotterdam, Netherlands",X35/X35,2021-09-15 00:00:00,2239,HERTA - X35/X35
HERTA,CULINES,ARRIVED,2021-10-01 19:21:00,SCT3,Starboard,2021-10-02 06:00:00,"Rotterdam, Netherlands",X35/X35,2021-10-05 00:00:00,719,HERTA - X35/X35
HMM COPENHAGEN,FE2,INBOUND,2021-01-28 19:30:00,SCT5,Starboard,2021-01-30 19:30:00,"Hamburg, Germany",C03/D03,2021-01-15 00:00:00,1626,HMM COPENHAGEN - C03/D03
HMM COPENHAGEN,FE2,ARRIVED,2021-02-08 07:27:00,SCT5,Starboard,2021-02-11 23:59:00,"Hamburg, Germany",C03/D03,2021-02-10 00:00:00,919,HMM COPENHAGEN - C03/D03
HMM COPENHAGEN,FE2,INBOUND,2021-05-27 19:30:00,SCT5,Starboard,2021-05-30 07:30:00,"Hamburg, Germany",C17/D17,2021-05-15 00:00:00,1867,HMM COPENHAGEN - C17/D17
HMM COPENHAGEN,FE2,ARRIVED,2021-05-31 23:10:00,SCT5,Starboard,2021-06-04 15:20:00,"Hamburg, Germany",C17/D17,2021-06-05 00:00:00,316,HMM COPENHAGEN - C17/D17
HMM COPENHAGEN,FE2,INBOUND,2020-07-09 19:00:00,SCT5,Starboard,2020-07-11 19:00:00,"Hamburg, Germany",C22/D22,2020-07-04 00:00:00,10,HMM COPENHAGEN - C22/D22
HMM COPENHAGEN,FE2,ARRIVED,2020-07-08 22:20:00,SCT5,Starboard,2020-07-10 19:30:00,"Hamburg, Germany",C22/D22,2020-07-10 00:00:00,1212,HMM COPENHAGEN - C22/D22
HMM COPENHAGEN,FE2,INBOUND,2020-10-22 19:31:00,SCT5,Starboard,2020-10-24 19:30:00,"Hamburg, Germany",C36/D36,2020-10-10 00:00:00,1509,HMM COPENHAGEN - C36/D36
HMM COPENHAGEN,FE2,ARRIVED,2020-10-23 02:35:00,SCT5,Starboard,2020-10-26 19:30:00,"Hamburg, Germany",C36/D36,2020-10-25 00:00:00,4034,HMM COPENHAGEN - C36/D36
HMM DAON,FE3,INBOUND,2021-08-25 07:00:00,SCT5,Starboard,2021-08-28 07:30:00,"Hong Kong, Hong Kong",E30/F30,2021-08-10 00:00:00,1336,HMM DAON - E30/F30
HMM DAON,FE3,ARRIVED,2021-09-05 23:50:00,SCT5,Starboard,2021-09-07 22:31:00,"Hong Kong, Hong Kong",E30/F30,2021-09-10 00:00:00,1422,HMM DAON - E30/F30
HMM DUBLIN,FE2,INBOUND,2021-02-09 19:00:00,SCT5,Starboard,2021-02-11 19:00:00,"Hamburg, Germany",C05/D05,2021-01-25 00:00:00,3349,HMM DUBLIN - C05/D05
HMM DUBLIN,FE2,ARRIVED,2021-02-27 15:00:00,SCT5,Starboard,2021-03-04 07:30:00,"Hamburg, Germany",C05/D05,2021-02-28 00:00:00,4218,HMM DUBLIN - C05/D05
HMM DUBLIN,FE2,INBOUND,2020-07-23 19:00:00,SCT5,Starboard,2020-07-25 19:00:00,"Hamburg, Germany",C24/D24,2020-07-15 00:00:00,1953,HMM DUBLIN - C24/D24
HMM DUBLIN,FE2,ARRIVED,2020-07-22 14:47:00,SCT5,Starboard,2020-07-25 19:00:00,"Hamburg, Germany",C24/D24,2020-07-25 00:00:00,3700,HMM DUBLIN - C24/D24
HMM DUBLIN,FE2,INBOUND,2020-11-05 19:30:00,SCT5,Starboard,2020-11-07 19:30:00,"Hamburg, Germany",C38/D38,2020-10-20 00:00:00,3155,HMM DUBLIN - C38/D38
HMM DUBLIN,FE2,ARRIVED,2020-11-07 12:39:00,SCT5,Starboard,2020-11-10 19:30:00,"Hamburg, Germany",C38/D38,2020-11-10 00:00:00,1532,HMM DUBLIN - C38/D38
HMM GAON,FE2,INBOUND,2021-08-28 19:30:00,SCT5,Starboard,2021-08-30 19:30:00,"Hamburg, Germany",C28/D28,2021-08-15 00:00:00,2139,HMM GAON - C28/D28
HMM GAON,FE2,ARRIVED,2021-08-28 06:25:00,SCT5,Starboard,2021-09-01 07:30:00,"Hamburg, Germany",C28/D28,2021-08-30 00:00:00,4641,HMM GAON - C28/D28
HMM GAON,FE4,INBOUND,2021-05-20 23:59:00,SCT5,Starboard,2021-05-23 19:30:00,"Hamburg, Germany",E11/F11,2021-05-05 00:00:00,285,HMM GAON - E11/F11
HMM GAON,FE4,ARRIVED,2021-06-10 02:00:00,SCT5,Starboard,2021-06-12 19:30:00,"Hamburg, Germany",E11/F11,2021-06-10 00:00:00,1164,HMM GAON - E11/F11
HMM HANUL,FE3,INBOUND,2021-09-15 11:59:00,SCT5,Starboard,2021-09-20 19:30:00,"Hong Kong, Hong Kong",E31/F31,2021-08-30 00:00:00,4669,HMM HANUL - E31/F31
HMM HANUL,FE3,ARRIVED,2021-09-20 15:05:00,SCT5,Starboard,2021-09-23 22:35:00,"Hong Kong, Hong Kong",E31/F31,2021-09-25 00:00:00,3975,HMM HANUL - E31/F31
HMM HELSINKI,FE2,INBOUND,2021-04-30 07:30:00,SCT5,Starboard,2021-05-02 19:30:00,"Hamburg, Germany",C14/D14,2021-04-15 00:00:00,1780,HMM HELSINKI - C14/D14
HMM HELSINKI,FE2,ARRIVED,2021-05-06 04:17:00,SCT5,Starboard,2021-05-09 22:47:00,"Hamburg, Germany",C14/D14,2021-05-10 00:00:00,1124,HMM HELSINKI - C14/D14
